RE102 limit (X);RE102 limit (Y);RE102 limit (Helicopter) (X);RE102 limit (Helicopter) (Y);RE102 limit (Large Aircraft) (X);RE102 limit (Large Aircraft) (Y);Trace 1  (X);Trace 1  (Y);Trace 2  (X);Trace 2  (Y);Trace 3  (X);Trace 3  (Y);Trace 4  (X);Trace 4  (Y);Trace 5  (X);Trace 5  (Y);Trace 6  (X);Trace 6  (Y);Trace 7 Už asi 7. (X);Trace 7 Už asi 7. (Y);Trace 8 Už asi 7. (X);Trace 8 Už asi 7. (Y);Trace 9 Už asi 7. (X);Trace 9 Už asi 7. (Y);Trace 10 Už asi 7. (X);Trace 10 Už asi 7. (Y);Trace 11 Už asi 11. (X);Trace 11 Už asi 11. (Y)
;;;;;;58320000,0000;10,8251;58320000,0000;10,4346;58320000,0000;11,2135;58320000,0000;10,9552;58320000,0000;11,5999;58320000,0000;10,9552;58320000,0000;10,4346;58320000,0000;10,6949;58320000,0000;11,2135;58320000,0000;11,0834;58320000,0000;11,7281
;;;;;;58360000,0000;10,4292;58360000,0000;11,2081;58360000,0000;11,4664;58360000,0000;10,8197;58360000,0000;11,7227;58360000,0000;10,8197;58360000,0000;10,6895;58360000,0000;10,1709;58360000,0000;11,3383;58360000,0000;10,5594;58360000,0000;10,4292
;;;;;;58400000,0000;10,5540;58400000,0000;11,3329;58400000,0000;10,6842;58400000,0000;11,3329;58400000,0000;10,8143;58400000,0000;11,3329;58400000,0000;11,0726;58400000,0000;10,6842;58400000,0000;10,5540;58400000,0000;10,9445;58400000,0000;11,3329
;;;;;;58440000,0000;11,0672;58440000,0000;10,6788;58440000,0000;11,1974;58440000,0000;11,4557;58440000,0000;10,8090;58440000,0000;11,4557;58440000,0000;10,4185;58440000,0000;10,4185;58440000,0000;11,3276;58440000,0000;11,4557;58440000,0000;11,3276
;;;;;;58480000,0000;11,1921;58480000,0000;10,4131;58480000,0000;11,7066;58480000,0000;10,8036;58480000,0000;12,3554;58480000,0000;11,0619;58480000,0000;11,4504;58480000,0000;10,1549;58480000,0000;10,6735;58480000,0000;10,5433;58480000,0000;11,7066
;;;;;;58520000,0000;13,4178;58520000,0000;10,6682;58520000,0000;11,7013;58520000,0000;11,0566;58520000,0000;10,9285;58520000,0000;10,6682;58520000,0000;10,4078;58520000,0000;10,1496;58520000,0000;11,1868;58520000,0000;11,8294;58520000,0000;10,1496
;;;;;;58560000,0000;10,7930;58560000,0000;10,0162;58560000,0000;10,5327;58560000,0000;11,4398;58560000,0000;11,6960;58560000,0000;11,0513;58560000,0000;11,9543;58560000,0000;12,2106;58560000,0000;11,4398;58560000,0000;10,7930;58560000,0000;10,7930
;;;;;;58600000,0000;11,0461;58600000,0000;10,7878;58600000,0000;11,6908;58600000,0000;12,2053;58600000,0000;10,7878;58600000,0000;11,1762;58600000,0000;11,6908;58600000,0000;10,9179;58600000,0000;11,3064;58600000,0000;11,0461;58600000,0000;11,0461
;;;;;;58640000,0000;10,6524;58640000,0000;10,6524;58640000,0000;10,3921;58640000,0000;10,3921;58640000,0000;10,0057;58640000,0000;10,9127;58640000,0000;11,5574;58640000,0000;11,4293;58640000,0000;12,0719;58640000,0000;11,5574;58640000,0000;10,7825
;;;;;;58680000,0000;11,1658;58680000,0000;11,4241;58680000,0000;10,7773;58680000,0000;10,6472;58680000,0000;10,6472;58680000,0000;10,9075;58680000,0000;11,0356;58680000,0000;11,4241;58680000,0000;10,7773;58680000,0000;11,9386;58680000,0000;11,4241
;;;;;;58720000,0000;10,5118;58720000,0000;10,3817;58720000,0000;12,1897;58720000,0000;10,2515;58720000,0000;11,1606;58720000,0000;10,5118;58720000,0000;10,9023;58720000,0000;11,1606;58720000,0000;10,3817;58720000,0000;10,6420;58720000,0000;10,6420
;;;;;;58760000,0000;11,2856;58760000,0000;10,2464;58760000,0000;10,2464;58760000,0000;10,7670;58760000,0000;11,2856;58760000,0000;10,6368;58760000,0000;12,1845;58760000,0000;10,3765;58760000,0000;11,6700;58760000,0000;11,4137;58760000,0000;10,7670
;;;;;;58800000,0000;11,0201;58800000,0000;10,5015;58800000,0000;12,1794;58800000,0000;10,3714;58800000,0000;10,6317;58800000,0000;11,2805;58800000,0000;11,0201;58800000,0000;10,3714;58800000,0000;11,1503;58800000,0000;9,8589;58800000,0000;11,9231
;;;;;;58840000,0000;10,4964;58840000,0000;10,8869;58840000,0000;9,9799;58840000,0000;11,4035;58840000,0000;10,8869;58840000,0000;12,3085;58840000,0000;10,7568;58840000,0000;10,6266;58840000,0000;10,8869;58840000,0000;11,2754;58840000,0000;10,8869
;;;;;;58880000,0000;10,6215;58880000,0000;12,0411;58880000,0000;12,0411;58880000,0000;9,9748;58880000,0000;10,6215;58880000,0000;11,7828;58880000,0000;11,7828;58880000,0000;11,1401;58880000,0000;10,2310;58880000,0000;10,4914;58880000,0000;11,7828
;;;;;;58920000,0000;11,1351;58920000,0000;10,7466;58920000,0000;10,7466;58920000,0000;10,0979;58920000,0000;10,7466;58920000,0000;10,3561;58920000,0000;10,8768;58920000,0000;11,2652;58920000,0000;10,0979;58920000,0000;10,0979;58920000,0000;11,6496
;;;;;;58960000,0000;11,2602;58960000,0000;11,1301;58960000,0000;12,2934;58960000,0000;10,0928;58960000,0000;10,4813;58960000,0000;12,1591;58960000,0000;12,0310;58960000,0000;11,9029;58960000,0000;11,9029;58960000,0000;10,8718;58960000,0000;11,6446
;;;;;;59000000,0000;11,7677;59000000,0000;11,2552;59000000,0000;10,6065;59000000,0000;9,9597;59000000,0000;10,0878;59000000,0000;9,9597;59000000,0000;10,2160;59000000,0000;10,6065;59000000,0000;10,8668;59000000,0000;10,3461;59000000,0000;11,1251
;;;;;;59040000,0000;11,8929;59040000,0000;10,4713;59040000,0000;10,3412;59040000,0000;11,1201;59040000,0000;11,2503;59040000,0000;10,9899;59040000,0000;11,6346;59040000,0000;10,8618;59040000,0000;10,0829;59040000,0000;10,8618;59040000,0000;10,2110
;;;;;;59080000,0000;10,5966;59080000,0000;10,0779;59080000,0000;10,3362;59080000,0000;10,7267;59080000,0000;11,1152;59080000,0000;10,8569;59080000,0000;10,5966;59080000,0000;10,4664;59080000,0000;10,7267;59080000,0000;10,8569;59080000,0000;11,1152
;;;;;;59120000,0000;10,5917;59120000,0000;11,1103;59120000,0000;10,4615;59120000,0000;10,8520;59120000,0000;9,8188;59120000,0000;12,0112;59120000,0000;10,9801;59120000,0000;10,7218;59120000,0000;11,1103;59120000,0000;12,8084;59120000,0000;11,2404
;;;;;;59160000,0000;10,8471;59160000,0000;10,3265;59160000,0000;11,1054;59160000,0000;9,9401;59160000,0000;12,1345;59160000,0000;10,7169;59160000,0000;10,1963;59160000,0000;11,8782;59160000,0000;10,7169;59160000,0000;11,1054;59160000,0000;11,3637
;;;;;;59200000,0000;11,3588;59200000,0000;9,9352;59200000,0000;10,4518;59200000,0000;11,7432;59200000,0000;10,7121;59200000,0000;10,4518;59200000,0000;11,1006;59200000,0000;10,4518;59200000,0000;10,5819;59200000,0000;12,0015;59200000,0000;10,1915
;;;;;;59240000,0000;10,7073;59240000,0000;11,6103;59240000,0000;10,5771;59240000,0000;11,0957;59240000,0000;10,4470;59240000,0000;11,0957;59240000,0000;10,5771;59240000,0000;11,3540;59240000,0000;9,9304;59240000,0000;10,3168;59240000,0000;11,3540
;;;;;;59280000,0000;10,8327;59280000,0000;10,9608;59280000,0000;10,1819;59280000,0000;10,4422;59280000,0000;9,9256;59280000,0000;10,4422;59280000,0000;11,0910;59280000,0000;9,5453;59280000,0000;10,4422;59280000,0000;11,2211;59280000,0000;10,8327
;;;;;;59320000,0000;10,3073;59320000,0000;10,3073;59320000,0000;11,2164;59320000,0000;10,9561;59320000,0000;11,2164;59320000,0000;10,1772;59320000,0000;11,4726;59320000,0000;10,9561;59320000,0000;11,6008;59320000,0000;11,3445;59320000,0000;11,6008
;;;;;;59360000,0000;11,0815;59360000,0000;9,9162;59360000,0000;10,3026;59360000,0000;10,5629;59360000,0000;10,0443;59360000,0000;10,9514;59360000,0000;11,2117;59360000,0000;11,3398;59360000,0000;11,4679;59360000,0000;10,8232;59360000,0000;10,8232
;;;;;;59400000,0000;12,1059;59400000,0000;10,8186;59400000,0000;10,9467;59400000,0000;10,9467;59400000,0000;10,6884;59400000,0000;10,1678;59400000,0000;11,8497;59400000,0000;10,0397;59400000,0000;10,1678;59400000,0000;11,2070;59400000,0000;11,3352
;;;;;;59440000,0000;11,4586;59440000,0000;9,6547;59440000,0000;10,4235;59440000,0000;10,5536;59440000,0000;11,0722;59440000,0000;11,4586;59440000,0000;11,8451;59440000,0000;10,6838;59440000,0000;11,5868;59440000,0000;10,2933;59440000,0000;10,2933
;;;;;;59480000,0000;10,4189;59480000,0000;11,3259;59480000,0000;10,8094;59480000,0000;10,6792;59480000,0000;10,9375;59480000,0000;11,1978;59480000,0000;10,8094;59480000,0000;10,6792;59480000,0000;11,1978;59480000,0000;10,6792;59480000,0000;11,8405
;;;;;;59520000,0000;9,5174;59520000,0000;11,0631;59520000,0000;11,4495;59520000,0000;11,3214;59520000,0000;11,5776;59520000,0000;10,2842;59520000,0000;10,9329;59520000,0000;11,7058;59520000,0000;13,1619;59520000,0000;11,3214;59520000,0000;11,5776
;;;;;;59560000,0000;10,4098;59560000,0000;11,9595;59560000,0000;12,2219;59560000,0000;11,0586;59560000,0000;10,9284;59560000,0000;11,0586;59560000,0000;10,6701;59560000,0000;11,4450;59560000,0000;10,2796;59560000,0000;10,4098;59560000,0000;10,9284
;;;;;;59600000,0000;10,1450;59600000,0000;10,5355;59600000,0000;10,7958;59600000,0000;11,1843;59600000,0000;11,0541;59600000,0000;10,6656;59600000,0000;10,6656;59600000,0000;11,6968;59600000,0000;10,5355;59600000,0000;10,5355;59600000,0000;10,2752
;;;;;;59640000,0000;10,9195;59640000,0000;11,5642;59640000,0000;11,6923;59640000,0000;10,6612;59640000,0000;10,7914;59640000,0000;10,5311;59640000,0000;10,5311;59640000,0000;11,9506;59640000,0000;10,6612;59640000,0000;11,0497;59640000,0000;11,8225
;;;;;;59680000,0000;10,5267;59680000,0000;11,6879;59680000,0000;10,3965;59680000,0000;11,3036;59680000,0000;11,0453;59680000,0000;11,3036;59680000,0000;10,3965;59680000,0000;10,5267;59680000,0000;11,4317;59680000,0000;10,1362;59680000,0000;10,2663
;;;;;;59720000,0000;11,1711;59720000,0000;10,1318;59720000,0000;10,1318;59720000,0000;10,6525;59720000,0000;10,3922;59720000,0000;10,9108;59720000,0000;11,1711;59720000,0000;11,5555;59720000,0000;10,1318;59720000,0000;10,5223;59720000,0000;10,3922
;;;;;;59760000,0000;10,9064;59760000,0000;11,2949;59760000,0000;10,5180;59760000,0000;11,5511;59760000,0000;10,1275;59760000,0000;11,0366;59760000,0000;9,8713;59760000,0000;10,7783;59760000,0000;11,5511;59760000,0000;11,8094;59760000,0000;12,1999
;;;;;;59800000,0000;11,1625;59800000,0000;10,3836;59800000,0000;10,6439;59800000,0000;10,5137;59800000,0000;9,9951;59800000,0000;10,6439;59800000,0000;10,5137;59800000,0000;10,9022;59800000,0000;10,6439;59800000,0000;11,1625;59800000,0000;10,2534
;;;;;;59840000,0000;10,7698;59840000,0000;10,2492;59840000,0000;10,5095;59840000,0000;10,3794;59840000,0000;9,7367;59840000,0000;11,0281;59840000,0000;10,3794;59840000,0000;10,5095;59840000,0000;10,1190;59840000,0000;10,5095;59840000,0000;10,6397
;;;;;;59880000,0000;10,6355;59880000,0000;11,9249;59880000,0000;10,8938;59880000,0000;11,1541;59880000,0000;11,7968;59880000,0000;11,9249;59880000,0000;10,7657;59880000,0000;11,7968;59880000,0000;10,5053;59880000,0000;10,6355;59880000,0000;12,5879
;;;;;;59920000,0000;11,1500;59920000,0000;11,1500;59920000,0000;10,5012;59920000,0000;11,0198;59920000,0000;10,5012;59920000,0000;11,1500;59920000,0000;11,1500;59920000,0000;10,6314;59920000,0000;10,3711;59920000,0000;10,6314;59920000,0000;10,7616
;;;;;;59960000,0000;10,6273;59960000,0000;9,9785;59960000,0000;10,6273;59960000,0000;10,7575;59960000,0000;11,5303;59960000,0000;10,7575;59960000,0000;11,5303;59960000,0000;10,3670;59960000,0000;10,1067;59960000,0000;11,4022;59960000,0000;9,9785
;;;;;;60000000,0000;10,4931;60000000,0000;10,6233;60000000,0000;10,4931;60000000,0000;11,1419;60000000,0000;10,3630;60000000,0000;12,0408;60000000,0000;10,6233;60000000,0000;11,9127;60000000,0000;11,0117;60000000,0000;12,7099;60000000,0000;11,9127
;;;;;;60040000,0000;10,4892;60040000,0000;9,9706;60040000,0000;12,1711;60040000,0000;10,8776;60040000,0000;11,0078;60040000,0000;11,1379;60040000,0000;10,6193;60040000,0000;11,1379;60040000,0000;10,8776;60040000,0000;11,2661;60040000,0000;10,4892
;;;;;;60080000,0000;11,3903;60080000,0000;10,6155;60080000,0000;11,5185;60080000,0000;10,3552;60080000,0000;11,6466;60080000,0000;11,0039;60080000,0000;10,7456;60080000,0000;11,5185;60080000,0000;10,7456;60080000,0000;10,7456;60080000,0000;11,0039
;;;;;;60120000,0000;11,0002;60120000,0000;10,3514;60120000,0000;10,3514;60120000,0000;11,2585;60120000,0000;11,5147;60120000,0000;11,5147;60120000,0000;11,2585;60120000,0000;12,8305;60120000,0000;11,0002;60120000,0000;13,0990;60120000,0000;10,0911
;;;;;;60160000,0000;10,6080;60160000,0000;11,5110;60160000,0000;12,8269;60160000,0000;10,4779;60160000,0000;10,9965;60160000,0000;12,1598;60160000,0000;10,0874;60160000,0000;10,7382;60160000,0000;11,2548;60160000,0000;9,9593;60160000,0000;10,7382
;;;;;;60200000,0000;13,0917;60200000,0000;10,3441;60200000,0000;10,8627;60200000,0000;11,2512;60200000,0000;10,4743;60200000,0000;10,9929;60200000,0000;10,4743;60200000,0000;9,7015;60200000,0000;10,6044;60200000,0000;12,1562;60200000,0000;9,9557
;;;;;;60240000,0000;12,2848;60240000,0000;11,5039;60240000,0000;10,4707;60240000,0000;10,7311;60240000,0000;11,2476;60240000,0000;10,7311;60240000,0000;10,9893;60240000,0000;10,6009;60240000,0000;10,4707;60240000,0000;12,0184;60240000,0000;11,7622
;;;;;;60280000,0000;11,1160;60280000,0000;11,2442;60280000,0000;11,1160;60280000,0000;11,1160;60280000,0000;10,2070;60280000,0000;10,9859;60280000,0000;10,7276;60280000,0000;11,5004;60280000,0000;10,0768;60280000,0000;10,9859;60280000,0000;11,5004
;;;;;;60320000,0000;11,6252;60320000,0000;11,2408;60320000,0000;10,2036;60320000,0000;10,7242;60320000,0000;10,5940;60320000,0000;11,4970;60320000,0000;11,4970;60320000,0000;10,4639;60320000,0000;10,5940;60320000,0000;11,6252;60320000,0000;10,4639
;;;;;;60360000,0000;12,8095;60360000,0000;10,7209;60360000,0000;10,7209;60360000,0000;11,7520;60360000,0000;12,2746;60360000,0000;11,1093;60360000,0000;10,2002;60360000,0000;11,4937;60360000,0000;11,6218;60360000,0000;10,4605;60360000,0000;11,6218
;;;;;;60400000,0000;10,5874;60400000,0000;10,5874;60400000,0000;10,8457;60400000,0000;11,3623;60400000,0000;10,1969;60400000,0000;10,9759;60400000,0000;10,1969;60400000,0000;10,5874;60400000,0000;11,4904;60400000,0000;10,5874;60400000,0000;11,3623
;;;;;;60440000,0000;10,7144;60440000,0000;9,9354;60440000,0000;10,4540;60440000,0000;10,3239;60440000,0000;10,5842;60440000,0000;10,9726;60440000,0000;11,2309;60440000,0000;10,0636;60440000,0000;10,5842;60440000,0000;10,1937;60440000,0000;11,7455
;;;;;;60480000,0000;11,7423;60480000,0000;10,5810;60480000,0000;12,2650;60480000,0000;11,7423;60480000,0000;11,3559;60480000,0000;10,0604;60480000,0000;10,1905;60480000,0000;11,2277;60480000,0000;11,6121;60480000,0000;10,0604;60480000,0000;10,7112
;;;;;;60520000,0000;9,8010;60520000,0000;10,7080;60520000,0000;10,4477;60520000,0000;10,7080;60520000,0000;11,2246;60520000,0000;11,2246;60520000,0000;10,0572;60520000,0000;10,8362;60520000,0000;11,4809;60520000,0000;11,4809;60520000,0000;10,7080
;;;;;;60560000,0000;12,5272;60560000,0000;11,0934;60560000,0000;10,1843;60560000,0000;11,4778;60560000,0000;10,7050;60560000,0000;12,1265;60560000,0000;9,9260;60560000,0000;10,5748;60560000,0000;11,9923;60560000,0000;10,1843;60560000,0000;12,7936
;;;;;;60600000,0000;11,8612;60600000,0000;10,1813;60600000,0000;11,6029;60600000,0000;11,4747;60600000,0000;10,4416;60600000,0000;10,0511;60600000,0000;12,2557;60600000,0000;10,7019;60600000,0000;12,9248;60600000,0000;11,2185;60600000,0000;11,2185
;;;;;;60640000,0000;10,0481;60640000,0000;10,9572;60640000,0000;11,8582;60640000,0000;11,0874;60640000,0000;11,0874;60640000,0000;11,3436;60640000,0000;10,8270;60640000,0000;11,7300;60640000,0000;10,3084;60640000,0000;11,0874;60640000,0000;11,0874
;;;;;;60680000,0000;11,8552;60680000,0000;11,4688;60680000,0000;9,9170;60680000,0000;10,4356;60680000,0000;11,7271;60680000,0000;11,7271;60680000,0000;11,9833;60680000,0000;10,9542;60680000,0000;12,3840;60680000,0000;10,4356;60680000,0000;12,2497
;;;;;;60720000,0000;11,0815;60720000,0000;11,3377;60720000,0000;10,4327;60720000,0000;11,7241;60720000,0000;10,4327;60720000,0000;10,5629;60720000,0000;11,4659;60720000,0000;10,8212;60720000,0000;11,3377;60720000,0000;11,2096;60720000,0000;10,4327
;;;;;;60760000,0000;12,3782;60760000,0000;9,7831;60760000,0000;11,4630;60760000,0000;10,0393;60760000,0000;10,9484;60760000,0000;11,0786;60760000,0000;10,5600;60760000,0000;10,6901;60760000,0000;11,4630;60760000,0000;9,9112;60760000,0000;11,4630
;;;;;;60800000,0000;11,3320;60800000,0000;11,8465;60800000,0000;11,4601;60800000,0000;11,9747;60800000,0000;10,5571;60800000,0000;12,3753;60800000,0000;10,4270;60800000,0000;10,0365;60800000,0000;10,9456;60800000,0000;10,4270;60800000,0000;9,9084
;;;;;;60840000,0000;11,2010;60840000,0000;12,1060;60840000,0000;11,0729;60840000,0000;10,8126;60840000,0000;10,5543;60840000,0000;11,4573;60840000,0000;11,9718;60840000,0000;10,5543;60840000,0000;10,5543;60840000,0000;11,8437;60840000,0000;11,9718
;;;;;;60880000,0000;11,0701;60880000,0000;10,8098;60880000,0000;11,3264;60880000,0000;11,3264;60880000,0000;11,3264;60880000,0000;12,3697;60880000,0000;11,3264;60880000,0000;11,0701;60880000,0000;11,1982;60880000,0000;10,6817;60880000,0000;10,4213
;;;;;;60920000,0000;10,2884;60920000,0000;11,1955;60920000,0000;10,1583;60920000,0000;10,9372;60920000,0000;10,6789;60920000,0000;10,6789;60920000,0000;9,9000;60920000,0000;10,5487;60920000,0000;10,6789;60920000,0000;11,1955;60920000,0000;10,6789
;;;;;;60960000,0000;11,1927;60960000,0000;11,5771;60960000,0000;11,1927;60960000,0000;11,0646;60960000,0000;11,1927;60960000,0000;10,9344;60960000,0000;9,3888;60960000,0000;10,5460;60960000,0000;10,8043;60960000,0000;12,3642;60960000,0000;10,1555
;;;;;;61000000,0000;11,8327;61000000,0000;10,6735;61000000,0000;11,9608;61000000,0000;12,2272;61000000,0000;10,5433;61000000,0000;11,0619;61000000,0000;10,0227;61000000,0000;10,9317;61000000,0000;10,6735;61000000,0000;10,1528;61000000,0000;10,9317
;;;;;;61040000,0000;11,0592;61040000,0000;10,7989;61040000,0000;11,5717;61040000,0000;10,7989;61040000,0000;11,8300;61040000,0000;9,3834;61040000,0000;11,8300;61040000,0000;10,7989;61040000,0000;11,1873;61040000,0000;10,2803;61040000,0000;11,5717
;;;;;;61080000,0000;10,1475;61080000,0000;10,9264;61080000,0000;11,4409;61080000,0000;11,1847;61080000,0000;10,7962;61080000,0000;10,5379;61080000,0000;11,3128;61080000,0000;10,4078;61080000,0000;11,4409;61080000,0000;10,7962;61080000,0000;10,4078
;;;;;;61120000,0000;11,8247;61120000,0000;12,6219;61120000,0000;11,8247;61120000,0000;10,6655;61120000,0000;11,6966;61120000,0000;10,7936;61120000,0000;11,1820;61120000,0000;10,5353;61120000,0000;10,4051;61120000,0000;10,2750;61120000,0000;11,0539
;;;;;;61160000,0000;11,5638;61160000,0000;11,4357;61160000,0000;11,9502;61160000,0000;11,3075;61160000,0000;10,6628;61160000,0000;9,8839;61160000,0000;10,5327;61160000,0000;12,2166;61160000,0000;11,0513;61160000,0000;10,5327;61160000,0000;10,5327
;;;;;;61200000,0000;11,4331;61200000,0000;10,9185;61200000,0000;10,2698;61200000,0000;11,3049;61200000,0000;12,2140;61200000,0000;10,3999;61200000,0000;11,0487;61200000,0000;10,3999;61200000,0000;10,0094;61200000,0000;10,5301;61200000,0000;11,6913
;;;;;;61240000,0000;11,1742;61240000,0000;12,2114;61240000,0000;11,4305;61240000,0000;11,0461;61240000,0000;11,4305;61240000,0000;10,7858;61240000,0000;11,8169;61240000,0000;10,7858;61240000,0000;10,1370;61240000,0000;10,9160;61240000,0000;11,1742
;;;;;;61280000,0000;10,9134;61280000,0000;11,0435;61280000,0000;10,6551;61280000,0000;10,6551;61280000,0000;10,6551;61280000,0000;11,2998;61280000,0000;11,5561;61280000,0000;10,5249;61280000,0000;11,0435;61280000,0000;11,6862;61280000,0000;12,0767
;;;;;;61320000,0000;9,4933;61320000,0000;10,5224;61320000,0000;10,5224;61320000,0000;10,0018;61320000,0000;11,6837;61320000,0000;10,0018;61320000,0000;10,9109;61320000,0000;10,1319;61320000,0000;10,9109;61320000,0000;10,0018;61320000,0000;10,2621
;;;;;;61360000,0000;10,6500;61360000,0000;9,8711;61360000,0000;11,9374;61360000,0000;11,0385;61360000,0000;12,4723;61360000,0000;11,6812;61360000,0000;11,2947;61360000,0000;11,4229;61360000,0000;10,9083;61360000,0000;10,9083;61360000,0000;10,7782
;;;;;;61400000,0000;11,2922;61400000,0000;11,2922;61400000,0000;10,9058;61400000,0000;11,0360;61400000,0000;11,6786;61400000,0000;10,7757;61400000,0000;10,7757;61400000,0000;11,0360;61400000,0000;10,9058;61400000,0000;11,4204;61400000,0000;11,2922
;;;;;;61440000,0000;10,9033;61440000,0000;11,6762;61440000,0000;11,8043;61440000,0000;11,2897;61440000,0000;11,1616;61440000,0000;11,6762;61440000,0000;11,0335;61440000,0000;10,9033;61440000,0000;10,3847;61440000,0000;10,6451;61440000,0000;11,5460
;;;;;;61480000,0000;10,7707;61480000,0000;10,1219;61480000,0000;12,5990;61480000,0000;9,7355;61480000,0000;10,5124;61480000,0000;10,9009;61480000,0000;9,9918;61480000,0000;10,6426;61480000,0000;10,1219;61480000,0000;11,0310;61480000,0000;11,2873
;;;;;;61520000,0000;10,3798;61520000,0000;11,7994;61520000,0000;10,3798;61520000,0000;11,9275;61520000,0000;11,2848;61520000,0000;11,0286;61520000,0000;11,4129;61520000,0000;11,1567;61520000,0000;10,8984;61520000,0000;9,9893;61520000,0000;10,5100
;;;;;;61560000,0000;11,9250;61560000,0000;11,0261;61560000,0000;11,4105;61560000,0000;11,2824;61560000,0000;12,1915;61560000,0000;10,8960;61560000,0000;9,7306;61560000,0000;10,6377;61560000,0000;12,0593;61560000,0000;11,2824;61560000,0000;10,3773
;;;;;;61600000,0000;10,8935;61600000,0000;11,6664;61600000,0000;10,5051;61600000,0000;11,4081;61600000,0000;10,7634;61600000,0000;11,1518;61600000,0000;10,6352;61600000,0000;11,0237;61600000,0000;9,9844;61600000,0000;11,2799;61600000,0000;9,9844
;;;;;;61640000,0000;11,6639;61640000,0000;10,3725;61640000,0000;11,5338;61640000,0000;10,8911;61640000,0000;11,2775;61640000,0000;11,0213;61640000,0000;11,0213;61640000,0000;10,2424;61640000,0000;10,3725;61640000,0000;12,0544;61640000,0000;10,8911
;;;;;;61680000,0000;11,0189;61680000,0000;11,7897;61680000,0000;10,3701;61680000,0000;10,2400;61680000,0000;10,8887;61680000,0000;11,2751;61680000,0000;11,2751;61680000,0000;10,3701;61680000,0000;11,7897;61680000,0000;10,3701;61680000,0000;10,5003
;;;;;;61720000,0000;10,8863;61720000,0000;10,6280;61720000,0000;10,8863;61720000,0000;11,4009;61720000,0000;10,6280;61720000,0000;9,7210;61720000,0000;10,6280;61720000,0000;12,1818;61720000,0000;11,1446;61720000,0000;11,4009;61720000,0000;10,8863
;;;;;;61760000,0000;9,9749;61760000,0000;10,3653;61760000,0000;11,9130;61760000,0000;11,3985;61760000,0000;11,3985;61760000,0000;11,1422;61760000,0000;10,1050;61760000,0000;9,9749;61760000,0000;11,2704;61760000,0000;11,9130;61760000,0000;12,3137
;;;;;;61800000,0000;11,3961;61800000,0000;10,7514;61800000,0000;10,7514;61800000,0000;11,1399;61800000,0000;11,9107;61800000,0000;11,0117;61800000,0000;10,1027;61800000,0000;12,5798;61800000,0000;12,3113;61800000,0000;11,9107;61800000,0000;10,3630
;;;;;;61840000,0000;10,3606;61840000,0000;11,6520;61840000,0000;13,3767;61840000,0000;9,9701;61840000,0000;11,5219;61840000,0000;10,4908;61840000,0000;10,3606;61840000,0000;10,6209;61840000,0000;10,4908;61840000,0000;11,3938;61840000,0000;10,3606
;;;;;;61880000,0000;11,2633;61880000,0000;10,6186;61880000,0000;11,0070;61880000,0000;11,3914;61880000,0000;10,0980;61880000,0000;11,1352;61880000,0000;11,5195;61880000,0000;11,1352;61880000,0000;10,8769;61880000,0000;10,8769;61880000,0000;10,7467
;;;;;;61920000,0000;10,0956;61920000,0000;10,0956;61920000,0000;11,2610;61920000,0000;11,1328;61920000,0000;11,1328;61920000,0000;10,3559;61920000,0000;10,6163;61920000,0000;11,1328;61920000,0000;10,6163;61920000,0000;11,3891;61920000,0000;10,2258
;;;;;;61960000,0000;10,8722;61960000,0000;10,4838;61960000,0000;12,4362;61960000,0000;9,9631;61960000,0000;10,7421;61960000,0000;10,3536;61960000,0000;11,3868;61960000,0000;11,3868;61960000,0000;10,0933;61960000,0000;10,3536;61960000,0000;10,8722
;;;;;;62000000,0000;11,1282;62000000,0000;10,4815;62000000,0000;9,9608;62000000,0000;10,4815;62000000,0000;10,3513;62000000,0000;11,0001;62000000,0000;10,6116;62000000,0000;10,7398;62000000,0000;11,1282;62000000,0000;12,4339;62000000,0000;10,4815
;;;;;;62040000,0000;11,5103;62040000,0000;9,4501;62040000,0000;10,8676;62040000,0000;11,2540;62040000,0000;10,9978;62040000,0000;11,7686;62040000,0000;10,8676;62040000,0000;10,8676;62040000,0000;9,8304;62040000,0000;10,8676;62040000,0000;10,0887
;;;;;;62080000,0000;11,1236;62080000,0000;10,9955;62080000,0000;10,8653;62080000,0000;11,1236;62080000,0000;10,7352;62080000,0000;10,9955;62080000,0000;10,6070;62080000,0000;10,2166;62080000,0000;10,0864;62080000,0000;11,1236;62080000,0000;10,8653
;;;;;;62120000,0000;10,6048;62120000,0000;11,7640;62120000,0000;10,6048;62120000,0000;10,6048;62120000,0000;10,9932;62120000,0000;12,5612;62120000,0000;10,0841;62120000,0000;10,0841;62120000,0000;10,3444;62120000,0000;11,3776;62120000,0000;10,7329
;;;;;;62160000,0000;10,7306;62160000,0000;11,2472;62160000,0000;10,2120;62160000,0000;10,4723;62160000,0000;10,8608;62160000,0000;12,1563;62160000,0000;11,1190;62160000,0000;10,3422;62160000,0000;10,8608;62160000,0000;10,8608;62160000,0000;9,9517
;;;;;;62200000,0000;12,0218;62200000,0000;9,9494;62200000,0000;10,2097;62200000,0000;10,3399;62200000,0000;11,1168;62200000,0000;11,1168;62200000,0000;10,8585;62200000,0000;11,3730;62200000,0000;10,9886;62200000,0000;10,3399;62200000,0000;10,3399
