RE102 limit (X);RE102 limit (Y);RE102 limit (Helicopter) (X);RE102 limit (Helicopter) (Y);RE102 limit (Large Aircraft) (X);RE102 limit (Large Aircraft) (Y);Trace 1  (X);Trace 1  (Y);Trace 2  (X);Trace 2  (Y);Trace 3  (X);Trace 3  (Y);Trace 4  (X);Trace 4  (Y);Trace 5  (X);Trace 5  (Y);Trace 6  (X);Trace 6  (Y);Trace 7 Už asi 7. (X);Trace 7 Už asi 7. (Y);Trace 8 Už asi 7. (X);Trace 8 Už asi 7. (Y);Trace 9 Už asi 7. (X);Trace 9 Už asi 7. (Y);Trace 10 Už asi 7. (X);Trace 10 Už asi 7. (Y);Trace 11 Už asi 11. (X);Trace 11 Už asi 11. (Y)
;;;;;;143360000,0000;19,0041;143360000,0000;18,8699;143360000,0000;18,8699;143360000,0000;19,1363;143360000,0000;19,0041;143360000,0000;19,1363;143360000,0000;18,6136;143360000,0000;18,0991;143360000,0000;19,4047;143360000,0000;18,6136;143360000,0000;19,6711
;;;;;;143400000,0000;18,2291;143400000,0000;18,4853;143400000,0000;19,0060;143400000,0000;18,8717;143400000,0000;19,5408;143400000,0000;19,2724;143400000,0000;18,2291;143400000,0000;18,2291;143400000,0000;19,6730;143400000,0000;18,6155;143400000,0000;19,6730
;;;;;;143440000,0000;19,2743;143440000,0000;18,2309;143440000,0000;18,8736;143440000,0000;18,6174;143440000,0000;19,6749;143440000,0000;19,6749;143440000,0000;18,6174;143440000,0000;19,2743;143440000,0000;19,2743;143440000,0000;18,8736;143440000,0000;19,6749
;;;;;;143480000,0000;19,5446;143480000,0000;19,5446;143480000,0000;19,0097;143480000,0000;18,7474;143480000,0000;19,1419;143480000,0000;19,9452;143480000,0000;18,8755;143480000,0000;18,3609;143480000,0000;20,6123;143480000,0000;19,2761;143480000,0000;19,1419
;;;;;;143520000,0000;18,8773;143520000,0000;19,5464;143520000,0000;18,3628;143520000,0000;19,0116;143520000,0000;18,3628;143520000,0000;18,3628;143520000,0000;18,3628;143520000,0000;18,8773;143520000,0000;19,2780;143520000,0000;19,0116;143520000,0000;18,8773
;;;;;;143560000,0000;18,4928;143560000,0000;21,0248;143560000,0000;19,2798;143560000,0000;17,8501;143560000,0000;19,6805;143560000,0000;19,2798;143560000,0000;18,4928;143560000,0000;19,4141;143560000,0000;19,9489;143560000,0000;18,1084;143560000,0000;20,0811
;;;;;;143600000,0000;18,7529;143600000,0000;18,4946;143600000,0000;18,7529;143600000,0000;18,7529;143600000,0000;19,5501;143600000,0000;19,1475;143600000,0000;19,1475;143600000,0000;18,8810;143600000,0000;19,1475;143600000,0000;19,6823;143600000,0000;19,6823
;;;;;;143640000,0000;19,4177;143640000,0000;19,0171;143640000,0000;18,7547;143640000,0000;18,6266;143640000,0000;18,6266;143640000,0000;19,9526;143640000,0000;18,1121;143640000,0000;18,8829;143640000,0000;18,2402;143640000,0000;19,4177;143640000,0000;18,8829
;;;;;;143680000,0000;19,2853;143680000,0000;19,1511;143680000,0000;18,7566;143680000,0000;19,5538;143680000,0000;18,6284;143680000,0000;19,1511;143680000,0000;19,0189;143680000,0000;19,2853;143680000,0000;17,9858;143680000,0000;18,7566;143680000,0000;19,0189
;;;;;;143720000,0000;18,1157;143720000,0000;19,4214;143720000,0000;19,4214;143720000,0000;18,5001;143720000,0000;19,6878;143720000,0000;19,5556;143720000,0000;18,8865;143720000,0000;20,7555;143720000,0000;18,8865;143720000,0000;20,3549;143720000,0000;18,8865
;;;;;;143760000,0000;18,8883;143760000,0000;19,9581;143760000,0000;19,5574;143760000,0000;19,1547;143760000,0000;18,8883;143760000,0000;18,3738;143760000,0000;20,0903;143760000,0000;19,1547;143760000,0000;19,1547;143760000,0000;19,6896;143760000,0000;20,6251
;;;;;;143800000,0000;18,8901;143800000,0000;19,1565;143800000,0000;18,8901;143800000,0000;19,0243;143800000,0000;19,6914;143800000,0000;19,4250;143800000,0000;18,8901;143800000,0000;18,3756;143800000,0000;18,3756;143800000,0000;19,4250;143800000,0000;18,6339
;;;;;;143840000,0000;19,1583;143840000,0000;19,8274;143840000,0000;18,8919;143840000,0000;18,3774;143840000,0000;18,8919;143840000,0000;18,7638;143840000,0000;19,6932;143840000,0000;19,5610;143840000,0000;19,5610;143840000,0000;19,4268;143840000,0000;18,8919
;;;;;;143880000,0000;17,9948;143880000,0000;19,2943;143880000,0000;18,5073;143880000,0000;20,2299;143880000,0000;18,8937;143880000,0000;18,3792;143880000,0000;19,5628;143880000,0000;19,1601;143880000,0000;19,2943;143880000,0000;19,8292;143880000,0000;19,0279
;;;;;;143920000,0000;18,6392;143920000,0000;19,1619;143920000,0000;19,8310;143920000,0000;19,0297;143920000,0000;18,2528;143920000,0000;19,0297;143920000,0000;18,1247;143920000,0000;18,7673;143920000,0000;19,1619;143920000,0000;18,8955;143920000,0000;19,5646
;;;;;;143960000,0000;18,8972;143960000,0000;18,6410;143960000,0000;19,4321;143960000,0000;18,7691;143960000,0000;20,0992;143960000,0000;19,4321;143960000,0000;20,9025;143960000,0000;19,6985;143960000,0000;19,9670;143960000,0000;19,5663;143960000,0000;20,2334
;;;;;;144000000,0000;18,8990;144000000,0000;19,2996;144000000,0000;17,7398;144000000,0000;18,6427;144000000,0000;18,6427;144000000,0000;18,8990;144000000,0000;18,8990;144000000,0000;20,1009;144000000,0000;19,0332;144000000,0000;18,6427;144000000,0000;19,7003
;;;;;;144040000,0000;18,7726;144040000,0000;18,3862;144040000,0000;17,7415;144040000,0000;18,3862;144040000,0000;19,9705;144040000,0000;19,3014;144040000,0000;18,7726;144040000,0000;18,6445;144040000,0000;17,7415;144040000,0000;18,9007;144040000,0000;19,8363
;;;;;;144080000,0000;19,0367;144080000,0000;19,5716;144080000,0000;18,3879;144080000,0000;19,7038;144080000,0000;17,8734;144080000,0000;20,1044;144080000,0000;19,7038;144080000,0000;19,1689;144080000,0000;19,9722;144080000,0000;19,0367;144080000,0000;19,1689
;;;;;;144120000,0000;18,0053;144120000,0000;19,0385;144120000,0000;20,1062;144120000,0000;20,6410;144120000,0000;19,1706;144120000,0000;19,4391;144120000,0000;18,6480;144120000,0000;19,9740;144120000,0000;19,1706;144120000,0000;18,5178;144120000,0000;19,5733
;;;;;;144160000,0000;19,1724;144160000,0000;19,0402;144160000,0000;18,0070;144160000,0000;18,7778;144160000,0000;18,9060;144160000,0000;19,3066;144160000,0000;19,4408;144160000,0000;19,3066;144160000,0000;21,6108;144160000,0000;19,5751;144160000,0000;18,1352
;;;;;;144200000,0000;18,5213;144200000,0000;19,7090;144200000,0000;18,6514;144200000,0000;18,3931;144200000,0000;19,4426;144200000,0000;19,4426;144200000,0000;18,6514;144200000,0000;18,9077;144200000,0000;18,3931;144200000,0000;19,0419;144200000,0000;18,0088
;;;;;;144240000,0000;19,7107;144240000,0000;19,1758;144240000,0000;19,1758;144240000,0000;19,5785;144240000,0000;19,5785;144240000,0000;19,8449;144240000,0000;20,9147;144240000,0000;19,5785;144240000,0000;19,4443;144240000,0000;18,3949;144240000,0000;18,6531
;;;;;;144280000,0000;19,4460;144280000,0000;18,0122;144280000,0000;20,5137;144280000,0000;19,4460;144280000,0000;18,6548;144280000,0000;19,8466;144280000,0000;18,6548;144280000,0000;19,3117;144280000,0000;18,9111;144280000,0000;20,7801;144280000,0000;19,7124
;;;;;;144320000,0000;19,3134;144320000,0000;18,5264;144320000,0000;18,7847;144320000,0000;18,7847;144320000,0000;20,1147;144320000,0000;19,4477;144320000,0000;18,2701;144320000,0000;20,1147;144320000,0000;19,3134;144320000,0000;19,3134;144320000,0000;19,0470
;;;;;;144360000,0000;20,2507;144360000,0000;18,6582;144360000,0000;19,0487;144360000,0000;18,1437;144360000,0000;18,4000;144360000,0000;20,5171;144360000,0000;17,6271;144360000,0000;18,5281;144360000,0000;20,5171;144360000,0000;17,8854;144360000,0000;19,3151
;;;;;;144400000,0000;18,9162;144400000,0000;18,4016;144400000,0000;19,4511;144400000,0000;19,4511;144400000,0000;18,9162;144400000,0000;18,6599;144400000,0000;20,2524;144400000,0000;18,5298;144400000,0000;19,7175;144400000,0000;18,6599;144400000,0000;18,9162
;;;;;;144440000,0000;18,9179;144440000,0000;18,2752;144440000,0000;18,9179;144440000,0000;19,3185;144440000,0000;19,3185;144440000,0000;19,8534;144440000,0000;19,7192;144440000,0000;19,8534;144440000,0000;19,9876;144440000,0000;19,0521;144440000,0000;18,4033
;;;;;;144480000,0000;17,8905;144480000,0000;19,0538;144480000,0000;18,9195;144480000,0000;20,2557;144480000,0000;19,0538;144480000,0000;19,3202;144480000,0000;19,4544;144480000,0000;19,1860;144480000,0000;18,4050;144480000,0000;19,0538;144480000,0000;18,4050
;;;;;;144520000,0000;19,3219;144520000,0000;18,2785;144520000,0000;18,6650;144520000,0000;20,2574;144520000,0000;19,1876;144520000,0000;18,7931;144520000,0000;20,1232;144520000,0000;19,3219;144520000,0000;18,9212;144520000,0000;19,1876;144520000,0000;20,3896
;;;;;;144560000,0000;19,3235;144560000,0000;18,1521;144560000,0000;19,1893;144560000,0000;18,6666;144560000,0000;19,1893;144560000,0000;18,9229;144560000,0000;18,9229;144560000,0000;19,1893;144560000,0000;18,9229;144560000,0000;20,1248;144560000,0000;19,0571
;;;;;;144600000,0000;18,9245;144600000,0000;19,3252;144600000,0000;19,0588;144600000,0000;19,9943;144600000,0000;19,3252;144600000,0000;18,7964;144600000,0000;18,4100;144600000,0000;19,4594;144600000,0000;19,4594;144600000,0000;19,1910;144600000,0000;19,5936
;;;;;;144640000,0000;19,9959;144640000,0000;18,9262;144640000,0000;19,4611;144640000,0000;19,5953;144640000,0000;19,7275;144640000,0000;18,5398;144640000,0000;18,4117;144640000,0000;19,5953;144640000,0000;19,7275;144640000,0000;18,9262;144640000,0000;19,4611
;;;;;;144680000,0000;18,5414;144680000,0000;19,3285;144680000,0000;21,0734;144680000,0000;18,9278;144680000,0000;19,0621;144680000,0000;18,2852;144680000,0000;19,7291;144680000,0000;19,0621;144680000,0000;20,1298;144680000,0000;19,1943;144680000,0000;18,6716
;;;;;;144720000,0000;19,7308;144720000,0000;19,7308;144720000,0000;19,7308;144720000,0000;19,3301;144720000,0000;18,1587;144720000,0000;18,9295;144720000,0000;19,4644;144720000,0000;19,1959;144720000,0000;19,0637;144720000,0000;19,9992;144720000,0000;18,9295
;;;;;;144760000,0000;19,3318;144760000,0000;19,0653;144760000,0000;18,8030;144760000,0000;20,0009;144760000,0000;18,6749;144760000,0000;19,0653;144760000,0000;18,9311;144760000,0000;18,9311;144760000,0000;18,8030;144760000,0000;20,2673;144760000,0000;18,2884
;;;;;;144800000,0000;19,6018;144800000,0000;18,1620;144800000,0000;20,5353;144800000,0000;18,4182;144800000,0000;18,6765;144800000,0000;20,1347;144800000,0000;19,6018;144800000,0000;19,1992;144800000,0000;20,5353;144800000,0000;19,1992;144800000,0000;18,6765
;;;;;;144840000,0000;19,2008;144840000,0000;19,4692;144840000,0000;18,6781;144840000,0000;18,9344;144840000,0000;18,6781;144840000,0000;19,0686;144840000,0000;19,3350;144840000,0000;20,5370;144840000,0000;18,5480;144840000,0000;19,2008;144840000,0000;19,4692
;;;;;;144880000,0000;18,9360;144880000,0000;18,9360;144880000,0000;19,2024;144880000,0000;19,2024;144880000,0000;18,6797;144880000,0000;18,6797;144880000,0000;19,4709;144880000,0000;18,4214;144880000,0000;19,2024;144880000,0000;20,1379;144880000,0000;19,4709
;;;;;;144920000,0000;18,6813;144920000,0000;19,3382;144920000,0000;19,3382;144920000,0000;19,4725;144920000,0000;18,9376;144920000,0000;18,9376;144920000,0000;18,8095;144920000,0000;19,3382;144920000,0000;18,5512;144920000,0000;19,0718;144920000,0000;18,9376
;;;;;;144960000,0000;18,5528;144960000,0000;19,0734;144960000,0000;18,6830;144960000,0000;19,0734;144960000,0000;18,8111;144960000,0000;19,0734;144960000,0000;19,2056;144960000,0000;19,7405;144960000,0000;19,7405;144960000,0000;18,5528;144960000,0000;19,4741
;;;;;;145000000,0000;18,6846;145000000,0000;19,6099;145000000,0000;18,8127;145000000,0000;19,4757;145000000,0000;19,2072;145000000,0000;19,2072;145000000,0000;19,4757;145000000,0000;20,5434;145000000,0000;19,0750;145000000,0000;18,4263;145000000,0000;20,1428
;;;;;;145040000,0000;18,9424;145040000,0000;18,5560;145040000,0000;19,3430;145040000,0000;18,9424;145040000,0000;19,3430;145040000,0000;19,0766;145040000,0000;19,7437;145040000,0000;18,9424;145040000,0000;18,1716;145040000,0000;18,9424;145040000,0000;18,2997
;;;;;;145080000,0000;19,8795;145080000,0000;20,5466;145080000,0000;20,0137;145080000,0000;20,8130;145080000,0000;19,6131;145080000,0000;20,5466;145080000,0000;18,9440;145080000,0000;20,4124;145080000,0000;19,7453;145080000,0000;18,4295;145080000,0000;18,9440
;;;;;;145120000,0000;18,4310;145120000,0000;19,3462;145120000,0000;18,4310;145120000,0000;19,6147;145120000,0000;18,8175;145120000,0000;19,3462;145120000,0000;19,3462;145120000,0000;18,8175;145120000,0000;19,8811;145120000,0000;19,4805;145120000,0000;19,0798
;;;;;;145160000,0000;19,8827;145160000,0000;20,2833;145160000,0000;18,4326;145160000,0000;20,0169;145160000,0000;20,9524;145160000,0000;19,0814;145160000,0000;19,2136;145160000,0000;19,2136;145160000,0000;20,6840;145160000,0000;18,9472;145160000,0000;19,4820
;;;;;;145200000,0000;19,3494;145200000,0000;18,6925;145200000,0000;19,7500;145200000,0000;18,9487;145200000,0000;19,7500;145200000,0000;18,5623;145200000,0000;20,5513;145200000,0000;19,3494;145200000,0000;18,9487;145200000,0000;18,4342;145200000,0000;18,6925
;;;;;;145240000,0000;18,9503;145240000,0000;20,4187;145240000,0000;19,3509;145240000,0000;18,6940;145240000,0000;19,0845;145240000,0000;18,8222;145240000,0000;20,0200;145240000,0000;19,6194;145240000,0000;19,0845;145240000,0000;19,8858;145240000,0000;19,3509
;;;;;;145280000,0000;19,8874;145280000,0000;19,2183;145280000,0000;18,8237;145280000,0000;20,2880;145280000,0000;19,6209;145280000,0000;19,6209;145280000,0000;19,0861;145280000,0000;18,9519;145280000,0000;19,0861;145280000,0000;20,0216;145280000,0000;19,7531
;;;;;;145320000,0000;19,2198;145320000,0000;18,6971;145320000,0000;18,8253;145320000,0000;19,3540;145320000,0000;19,0876;145320000,0000;18,4389;145320000,0000;19,0876;145320000,0000;18,3107;145320000,0000;18,8253;145320000,0000;20,0231;145320000,0000;19,3540
;;;;;;145360000,0000;19,2214;145360000,0000;18,9549;145360000,0000;20,2911;145360000,0000;19,6240;145360000,0000;20,2911;145360000,0000;19,6240;145360000,0000;19,0892;145360000,0000;18,8268;145360000,0000;20,0247;145360000,0000;18,8268;145360000,0000;19,4898
;;;;;;145400000,0000;19,4913;145400000,0000;19,8920;145400000,0000;19,7578;145400000,0000;19,2229;145400000,0000;19,7578;145400000,0000;19,2229;145400000,0000;18,1857;145400000,0000;17,9274;145400000,0000;20,9617;145400000,0000;21,3827;145400000,0000;19,0907
;;;;;;145440000,0000;19,3586;145440000,0000;18,7018;145440000,0000;20,0278;145440000,0000;18,7018;145440000,0000;20,0278;145440000,0000;20,5606;145440000,0000;19,6271;145440000,0000;19,0922;145440000,0000;19,6271;145440000,0000;19,3586;145440000,0000;18,9580
;;;;;;145480000,0000;18,4450;145480000,0000;19,4944;145480000,0000;18,5731;145480000,0000;19,4944;145480000,0000;19,2259;145480000,0000;19,0938;145480000,0000;19,4944;145480000,0000;19,7608;145480000,0000;20,0293;145480000,0000;18,4450;145480000,0000;18,7033
;;;;;;145520000,0000;19,3617;145520000,0000;20,6979;145520000,0000;18,9610;145520000,0000;19,4959;145520000,0000;19,2275;145520000,0000;19,0953;145520000,0000;18,1902;145520000,0000;18,5746;145520000,0000;19,0953;145520000,0000;19,8966;145520000,0000;19,6301
;;;;;;145560000,0000;18,9625;145560000,0000;21,1081;145560000,0000;19,2290;145560000,0000;19,3632;145560000,0000;19,2290;145560000,0000;18,9625;145560000,0000;19,0968;145560000,0000;19,2290;145560000,0000;18,8344;145560000,0000;20,1645;145560000,0000;18,9625
;;;;;;145600000,0000;19,7653;145600000,0000;19,7653;145600000,0000;19,2305;145600000,0000;18,9640;145600000,0000;18,9640;145600000,0000;18,9640;145600000,0000;20,0338;145600000,0000;19,7653;145600000,0000;18,9640;145600000,0000;18,5776;145600000,0000;19,7653
;;;;;;145640000,0000;18,4510;145640000,0000;18,0666;145640000,0000;21,3918;145640000,0000;19,0998;145640000,0000;19,3662;145640000,0000;19,7668;145640000,0000;18,9655;145640000,0000;19,3662;145640000,0000;18,4510;145640000,0000;19,0998;145640000,0000;18,8374
;;;;;;145680000,0000;18,5806;145680000,0000;19,3677;145680000,0000;19,2334;145680000,0000;21,1126;145680000,0000;19,1012;145680000,0000;19,2334;145680000,0000;20,0368;145680000,0000;19,7683;145680000,0000;18,9670;145680000,0000;18,8389;145680000,0000;19,5019
;;;;;;145720000,0000;18,9685;145720000,0000;18,7122;145720000,0000;19,5034;145720000,0000;19,7698;145720000,0000;20,7053;145720000,0000;18,8404;145720000,0000;20,3047;145720000,0000;18,8404;145720000,0000;19,2349;145720000,0000;20,1704;145720000,0000;19,2349
;;;;;;145760000,0000;19,7712;145760000,0000;19,5048;145760000,0000;18,9700;145760000,0000;19,5048;145760000,0000;18,1992;145760000,0000;18,4554;145760000,0000;20,4383;145760000,0000;18,7137;145760000,0000;18,9700;145760000,0000;19,1042;145760000,0000;17,8107
;;;;;;145800000,0000;19,6405;145800000,0000;19,3721;145800000,0000;21,1170;145800000,0000;19,2378;145800000,0000;18,4569;145800000,0000;19,2378;145800000,0000;18,9714;145800000,0000;19,1056;145800000,0000;18,4569;145800000,0000;19,7727;145800000,0000;19,3721
;;;;;;145840000,0000;18,9729;145840000,0000;20,1748;145840000,0000;18,4583;145840000,0000;19,6420;145840000,0000;20,1748;145840000,0000;19,5077;145840000,0000;19,3735;145840000,0000;19,1071;145840000,0000;19,5077;145840000,0000;19,9084;145840000,0000;19,1071
;;;;;;145880000,0000;19,9098;145880000,0000;19,2407;145880000,0000;19,1085;145880000,0000;18,4598;145880000,0000;19,1085;145880000,0000;19,7756;145880000,0000;19,5092;145880000,0000;20,4427;145880000,0000;19,5092;145880000,0000;20,0441;145880000,0000;20,0441
;;;;;;145920000,0000;19,3764;145920000,0000;20,8448;145920000,0000;19,2422;145920000,0000;19,5106;145920000,0000;19,1100;145920000,0000;19,2422;145920000,0000;19,7770;145920000,0000;19,3764;145920000,0000;20,0455;145920000,0000;20,0455;145920000,0000;20,0455
;;;;;;145960000,0000;19,2436;145960000,0000;21,2631;145960000,0000;19,1114;145960000,0000;19,6463;145960000,0000;19,7785;145960000,0000;19,1114;145960000,0000;19,1114;145960000,0000;18,5908;145960000,0000;19,6463;145960000,0000;18,9772;145960000,0000;19,7785
;;;;;;146000000,0000;19,6477;146000000,0000;18,9786;146000000,0000;18,4640;146000000,0000;19,2450;146000000,0000;19,1128;146000000,0000;19,6477;146000000,0000;18,9786;146000000,0000;20,3148;146000000,0000;18,2078;146000000,0000;19,1128;146000000,0000;19,2450
;;;;;;146040000,0000;20,3162;146040000,0000;18,9800;146040000,0000;19,2464;146040000,0000;20,0497;146040000,0000;19,5149;146040000,0000;20,0497;146040000,0000;19,2464;146040000,0000;20,8490;146040000,0000;20,8490;146040000,0000;18,7237;146040000,0000;19,7813
;;;;;;146080000,0000;19,2478;146080000,0000;18,9814;146080000,0000;19,3820;146080000,0000;19,5163;146080000,0000;19,9169;146080000,0000;19,6505;146080000,0000;19,2478;146080000,0000;19,6505;146080000,0000;20,1833;146080000,0000;20,1833;146080000,0000;19,2478
;;;;;;146120000,0000;19,3834;146120000,0000;18,7265;146120000,0000;18,5964;146120000,0000;19,7841;146120000,0000;19,9183;146120000,0000;19,2492;146120000,0000;19,2492;146120000,0000;19,9183;146120000,0000;19,1170;146120000,0000;19,2492;146120000,0000;18,7265
;;;;;;146160000,0000;18,4696;146160000,0000;18,9842;146160000,0000;18,5977;146160000,0000;20,5868;146160000,0000;20,4525;146160000,0000;20,4525;146160000,0000;18,7279;146160000,0000;19,6533;146160000,0000;19,3848;146160000,0000;18,8560;146160000,0000;18,4696
;;;;;;146200000,0000;20,3217;146200000,0000;18,9855;146200000,0000;21,2715;146200000,0000;18,9855;146200000,0000;19,5204;146200000,0000;19,2520;146200000,0000;19,2520;146200000,0000;19,3862;146200000,0000;19,2520;146200000,0000;19,2520;146200000,0000;20,3217
;;;;;;146240000,0000;19,2533;146240000,0000;18,7306;146240000,0000;20,4553;146240000,0000;19,7882;146240000,0000;19,1211;146240000,0000;19,2533;146240000,0000;20,4553;146240000,0000;19,3875;146240000,0000;19,3875;146240000,0000;20,5895;146240000,0000;19,3875
;;;;;;146280000,0000;19,1225;146280000,0000;18,2175;146280000,0000;19,6573;146280000,0000;19,6573;146280000,0000;19,5231;146280000,0000;19,2547;146280000,0000;18,9883;146280000,0000;18,3456;146280000,0000;19,3889;146280000,0000;19,9238;146280000,0000;19,2547
;;;;;;146320000,0000;20,5922;146320000,0000;20,0593;146320000,0000;19,3902;146320000,0000;19,6587;146320000,0000;18,8615;146320000,0000;19,6587;146320000,0000;18,8615;146320000,0000;19,7909;146320000,0000;20,9949;146320000,0000;20,4580;146320000,0000;20,4580
;;;;;;146360000,0000;18,7347;146360000,0000;19,3916;146360000,0000;19,5258;146360000,0000;19,7922;146360000,0000;18,2201;146360000,0000;19,7922;146360000,0000;19,9265;146360000,0000;20,0607;146360000,0000;18,9909;146360000,0000;18,9909;146360000,0000;19,3916
;;;;;;146400000,0000;19,2587;146400000,0000;19,1265;146400000,0000;20,3284;146400000,0000;19,5271;146400000,0000;19,7935;146400000,0000;19,5271;146400000,0000;18,9922;146400000,0000;19,7935;146400000,0000;18,9922;146400000,0000;19,7935;146400000,0000;19,5271
;;;;;;146440000,0000;19,2600;146440000,0000;20,3297;146440000,0000;18,7373;146440000,0000;20,0633;146440000,0000;18,4790;146440000,0000;18,9936;146440000,0000;20,5962;146440000,0000;18,9936;146440000,0000;20,1955;146440000,0000;20,9988;146440000,0000;19,1278
;;;;;;146480000,0000;19,5297;146480000,0000;20,0646;146480000,0000;18,8667;146480000,0000;21,1405;146480000,0000;20,7317;146480000,0000;19,3955;146480000,0000;19,2613;146480000,0000;18,2241;146480000,0000;19,3955;146480000,0000;20,4632;146480000,0000;19,7962
;;;;;;146520000,0000;19,7974;146520000,0000;19,5310;146520000,0000;20,5987;146520000,0000;20,1981;146520000,0000;19,2626;146520000,0000;19,9317;146520000,0000;18,8680;146520000,0000;20,0659;146520000,0000;20,5987;146520000,0000;20,5987;146520000,0000;19,5310
;;;;;;146560000,0000;19,5323;146560000,0000;19,3981;146560000,0000;20,3336;146560000,0000;18,9974;146560000,0000;20,8665;146560000,0000;19,9330;146560000,0000;18,7412;146560000,0000;18,4829;146560000,0000;19,1317;146560000,0000;19,9330;146560000,0000;18,9974
;;;;;;146600000,0000;20,6013;146600000,0000;20,2007;146600000,0000;20,0685;146600000,0000;19,8000;146600000,0000;18,4842;146600000,0000;19,3994;146600000,0000;19,5336;146600000,0000;20,0685;146600000,0000;18,0998;146600000,0000;19,2651;146600000,0000;18,9987
;;;;;;146640000,0000;20,7368;146640000,0000;19,5348;146640000,0000;19,2664;146640000,0000;18,8718;146640000,0000;18,8718;146640000,0000;20,6026;146640000,0000;20,8690;146640000,0000;20,3361;146640000,0000;19,4006;146640000,0000;19,1342;146640000,0000;20,3361
;;;;;;146680000,0000;19,1354;146680000,0000;19,4019;146680000,0000;22,1230;146680000,0000;20,0710;146680000,0000;19,4019;146680000,0000;19,8025;146680000,0000;19,0012;146680000,0000;19,6703;146680000,0000;21,0065;146680000,0000;19,4019;146680000,0000;19,4019
;;;;;;146720000,0000;19,8038;146720000,0000;20,8715;146720000,0000;19,5373;146720000,0000;19,2689;146720000,0000;19,9380;146720000,0000;19,2689;146720000,0000;19,9380;146720000,0000;19,8038;146720000,0000;20,0722;146720000,0000;18,3598;146720000,0000;19,9380
;;;;;;146760000,0000;20,0734;146760000,0000;19,4043;146760000,0000;19,5386;146760000,0000;19,1379;146760000,0000;18,7474;146760000,0000;19,6728;146760000,0000;18,8756;146760000,0000;20,4720;146760000,0000;19,5386;146760000,0000;19,2701;146760000,0000;19,6728
;;;;;;146800000,0000;19,8062;146800000,0000;19,4055;146800000,0000;21,2908;146800000,0000;19,6740;146800000,0000;20,8739;146800000,0000;19,5398;146800000,0000;19,2713;146800000,0000;19,0049;146800000,0000;18,7486;146800000,0000;21,1505;146800000,0000;19,6740
;;;;;;146840000,0000;19,8074;146840000,0000;21,1517;146840000,0000;18,8780;146840000,0000;19,8074;146840000,0000;20,0759;146840000,0000;18,8780;146840000,0000;19,2725;146840000,0000;19,1403;146840000,0000;19,2725;146840000,0000;18,6197;146840000,0000;18,7499
;;;;;;146880000,0000;19,4079;146880000,0000;19,8086;146880000,0000;19,0073;146880000,0000;19,5422;146880000,0000;19,6764;146880000,0000;19,1415;146880000,0000;20,8763;146880000,0000;19,8086;146880000,0000;18,7510;146880000,0000;20,4757;146880000,0000;18,7510
;;;;;;146920000,0000;19,0085;146920000,0000;19,2749;146920000,0000;19,1427;146920000,0000;19,1427;146920000,0000;20,3447;146920000,0000;18,8804;146920000,0000;19,8098;146920000,0000;19,0085;146920000,0000;19,1427;146920000,0000;20,2104;146920000,0000;19,0085
;;;;;;146960000,0000;19,2761;146960000,0000;18,4951;146960000,0000;18,6232;146960000,0000;18,4951;146960000,0000;19,0097;146960000,0000;19,0097;146960000,0000;19,1439;146960000,0000;19,5445;146960000,0000;20,6122;146960000,0000;19,5445;146960000,0000;18,6232
;;;;;;147000000,0000;19,9463;147000000,0000;19,2772;147000000,0000;20,0806;147000000,0000;19,1450;147000000,0000;19,8121;147000000,0000;19,0108;147000000,0000;20,2128;147000000,0000;19,0108;147000000,0000;19,5457;147000000,0000;20,3470;147000000,0000;19,9463
;;;;;;147040000,0000;19,1462;147040000,0000;20,0817;147040000,0000;19,0119;147040000,0000;18,8838;147040000,0000;19,4126;147040000,0000;18,7557;147040000,0000;20,2139;147040000,0000;20,3481;147040000,0000;18,8838;147040000,0000;19,5468;147040000,0000;21,4382
;;;;;;147080000,0000;20,0828;147080000,0000;18,6267;147080000,0000;19,1473;147080000,0000;20,8821;147080000,0000;19,6822;147080000,0000;19,9486;147080000,0000;18,8850;147080000,0000;20,3493;147080000,0000;19,1473;147080000,0000;19,0131;147080000,0000;18,6267
;;;;;;147120000,0000;20,0839;147120000,0000;21,4405;147120000,0000;18,7579;147120000,0000;20,0839;147120000,0000;19,0142;147120000,0000;19,5491;147120000,0000;20,7510;147120000,0000;20,0839;147120000,0000;19,5491;147120000,0000;19,8155;147120000,0000;20,2161
;;;;;;147160000,0000;19,2817;147160000,0000;20,0851;147160000,0000;20,2172;147160000,0000;20,3515;147160000,0000;19,5502;147160000,0000;19,0153;147160000,0000;20,0851;147160000,0000;19,9508;147160000,0000;18,7590;147160000,0000;18,5008;147160000,0000;19,1495
;;;;;;147200000,0000;20,0861;147200000,0000;18,2456;147200000,0000;18,8883;147200000,0000;20,3526;147200000,0000;19,4170;147200000,0000;20,3526;147200000,0000;18,5019;147200000,0000;19,8177;147200000,0000;20,7532;147200000,0000;19,1506;147200000,0000;20,2183
;;;;;;147240000,0000;19,5523;147240000,0000;19,2839;147240000,0000;19,5523;147240000,0000;19,1517;147240000,0000;20,0872;147240000,0000;18,6311;147240000,0000;19,4181;147240000,0000;20,4858;147240000,0000;19,6866;147240000,0000;19,0175;147240000,0000;20,0872
