RE102 limit (X);RE102 limit (Y);RE102 limit (Helicopter) (X);RE102 limit (Helicopter) (Y);RE102 limit (Large Aircraft) (X);RE102 limit (Large Aircraft) (Y);Trace 1  (X);Trace 1  (Y);Trace 2  (X);Trace 2  (Y)
;;;;;;153840000,0000;26,7235;153840000,0000;28,1512
;;;;;;153880000,0000;27,6296;153880000,0000;27,6296
;;;;;;153920000,0000;28,4035;153920000,0000;28,9221
;;;;;;153960000,0000;28,5287;153960000,0000;28,7869
;;;;;;154000000,0000;30,5106;154000000,0000;30,9051
;;;;;;154040000,0000;29,8425;154040000,0000;29,9747
;;;;;;154080000,0000;29,4409;154080000,0000;28,6498
;;;;;;154120000,0000;27,7417;154120000,0000;28,7749
;;;;;;154160000,0000;27,9990;154160000,0000;28,3854
;;;;;;154200000,0000;28,3824;154200000,0000;28,7688
;;;;;;154240000,0000;30,0937;154240000,0000;28,7657
;;;;;;154280000,0000;31,2743;154280000,0000;31,0140
;;;;;;154320000,0000;31,5316;154320000,0000;31,5316
;;;;;;154360000,0000;30,0845;154360000,0000;28,1118
;;;;;;154400000,0000;28,8856;154400000,0000;27,3318
;;;;;;154440000,0000;28,2337;154440000,0000;29,8119
;;;;;;154480000,0000;27,8442;154480000,0000;26,4125
;;;;;;154520000,0000;27,5808;154520000,0000;28,0994
;;;;;;154560000,0000;26,4062;154560000,0000;26,7987
;;;;;;154600000,0000;26,1387;154600000,0000;27,3162
;;;;;;154640000,0000;27,9619;154640000,0000;26,7925
;;;;;;154680000,0000;26,7893;154680000,0000;26,6592
;;;;;;154720000,0000;25,7368;154720000,0000;27,8254
;;;;;;154760000,0000;26,7830;154760000,0000;26,2583
;;;;;;154800000,0000;26,7799;154800000,0000;25,9928
;;;;;;154840000,0000;26,7767;154840000,0000;25,8574
;;;;;;154880000,0000;25,8543;154880000,0000;25,9865
;;;;;;154920000,0000;26,1134;154920000,0000;25,9833
;;;;;;154960000,0000;25,8479;154960000,0000;27,5461
;;;;;;155000000,0000;27,0243;155000000,0000;25,7145
;;;;;;155040000,0000;26,2360;155040000,0000;26,2360
;;;;;;155080000,0000;26,7574;155080000,0000;25,7080
;;;;;;155120000,0000;25,9671;155120000,0000;25,0722
;;;;;;155160000,0000;25,5752;155160000,0000;25,5752
;;;;;;155200000,0000;27,0077;155200000,0000;25,5718
;;;;;;155240000,0000;26,3514;155240000,0000;24,9359
;;;;;;155280000,0000;24,9324;155280000,0000;25,1846
;;;;;;155320000,0000;24,9288;155320000,0000;24,2699
;;;;;;155360000,0000;25,9462;155360000,0000;25,8140
;;;;;;155400000,0000;25,1738;155400000,0000;24,3990
;;;;;;155440000,0000;25,1702;155440000,0000;24,5296
;;;;;;155480000,0000;25,1665;155480000,0000;25,4207
;;;;;;155520000,0000;25,0367;155520000,0000;24,1175
;;;;;;155560000,0000;25,4133;155560000,0000;23,8453
;;;;;;155600000,0000;24,1099;155600000,0000;24,2442
;;;;;;155640000,0000;23,5672;155640000,0000;25,6579
;;;;;;155680000,0000;25,7842;155680000,0000;24,3728
;;;;;;155720000,0000;24,3689;155720000,0000;24,2327
;;;;;;155760000,0000;24,4993;155760000,0000;23,8261
;;;;;;155800000,0000;24,4954;155800000,0000;23,9564
;;;;;;155840000,0000;23,1410;155840000,0000;24,6257
;;;;;;155880000,0000;23,5438;155880000,0000;25,6345
;;;;;;155920000,0000;23,1331;155920000,0000;24,0788
;;;;;;155960000,0000;22,7224;155960000,0000;23,8063
;;;;;;156000000,0000;24,4755;156000000,0000;22,8526
;;;;;;156040000,0000;22,7143;156040000,0000;23,5278
;;;;;;156080000,0000;22,9807;156080000,0000;22,8445
;;;;;;156120000,0000;23,2471;156120000,0000;23,1129
;;;;;;156160000,0000;23,2431;156160000,0000;24,3250
;;;;;;156200000,0000;23,7820;156200000,0000;23,9162
;;;;;;156240000,0000;23,2348;156240000,0000;23,6416
;;;;;;156280000,0000;23,2307;156280000,0000;23,5032
;;;;;;156320000,0000;23,3628;156320000,0000;22,5514
;;;;;;156360000,0000;23,0882;156360000,0000;22,2747
;;;;;;156400000,0000;23,6250;156400000,0000;22,6773
;;;;;;156440000,0000;22,1321;156440000,0000;22,5389
;;;;;;156480000,0000;21,9917;156480000,0000;23,2099
;;;;;;156520000,0000;22,3942;156520000,0000;22,7989
;;;;;;156560000,0000;21,9833;156560000,0000;21,7128
;;;;;;156600000,0000;22,3858;156600000,0000;23,1972
;;;;;;156640000,0000;21,0088;156640000,0000;20,7281
;;;;;;156680000,0000;21,9706;156680000,0000;21,9706
;;;;;;156720000,0000;22,2368;156720000,0000;23,0503
;;;;;;156760000,0000;21,4150;156760000,0000;20,9961
;;;;;;156800000,0000;21,5511;156800000,0000;22,3646
;;;;;;156840000,0000;21,4065;156840000,0000;21,6831
;;;;;;156880000,0000;21,8131;156880000,0000;22,7608
;;;;;;156920000,0000;22,0813;156920000,0000;22,0813
;;;;;;156960000,0000;23,4315;156960000,0000;21,2534
;;;;;;157000000,0000;21,2491;157000000,0000;21,9365
;;;;;;157040000,0000;21,1066;157040000,0000;21,5255
;;;;;;157080000,0000;21,5212;157080000,0000;21,5212
;;;;;;157120000,0000;20,8173;157120000,0000;20,5367
;;;;;;157160000,0000;22,3262;157160000,0000;21,9194
;;;;;;157200000,0000;21,6447;157200000,0000;22,0514
;;;;;;157240000,0000;20,6642;157240000,0000;20,6642
;;;;;;157280000,0000;20,6599;157280000,0000;22,5838
;;;;;;157320000,0000;19,9784;157320000,0000;20,6556
;;;;;;157360000,0000;20,5110;157360000,0000;21,2106
;;;;;;157400000,0000;22,0300;157400000,0000;20,3705
;;;;;;157440000,0000;21,8895;157440000,0000;21,6190
;;;;;;157480000,0000;21,0595;157480000,0000;20,4982
;;;;;;157520000,0000;20,7746;157520000,0000;21,3339
;;;;;;157560000,0000;20,9107;157560000,0000;21,7404
;;;;;;157600000,0000;22,0087;157600000,0000;22,2792
;;;;;;157640000,0000;20,7618;157640000,0000;20,9022
;;;;;;157680000,0000;21,7277;157680000,0000;20,3407
;;;;;;157720000,0000;20,3364;157720000,0000;20,3364
;;;;;;157760000,0000;20,6087;157760000,0000;21,3084
;;;;;;157800000,0000;20,6045;157800000,0000;20,4642
;;;;;;157840000,0000;20,1915;157840000,0000;21,0213
;;;;;;157880000,0000;21,2957;157880000,0000;20,7364
;;;;;;157920000,0000;20,5918;157920000,0000;20,7322
;;;;;;157960000,0000;20,5876;157960000,0000;20,7279
;;;;;;158000000,0000;21,6938;158000000,0000;20,8641
;;;;;;158040000,0000;20,1704;158040000,0000;21,1385
;;;;;;158080000,0000;21,2746;158080000,0000;20,4347
;;;;;;158120000,0000;22,0880;158120000,0000;20,1620
;;;;;;158160000,0000;20,1579;158160000,0000;20,9876
;;;;;;158200000,0000;21,1218;158200000,0000;20,0195
;;;;;;158240000,0000;21,6687;158240000,0000;20,5583
;;;;;;158280000,0000;20,2776;158280000,0000;20,6945
;;;;;;158320000,0000;22,8807;158320000,0000;21,2496
;;;;;;158360000,0000;20,2693;158360000,0000;20,6862
;;;;;;158400000,0000;19,8645;158400000,0000;21,5179
;;;;;;158440000,0000;20,3973;158440000,0000;19,7282
;;;;;;158480000,0000;19,9905;158480000,0000;20,5335
;;;;;;158520000,0000;20,6697;158520000,0000;20,5294
;;;;;;158560000,0000;19,4495;158560000,0000;21,3653
;;;;;;158600000,0000;20,8019;158600000,0000;20,8019
;;;;;;158640000,0000;21,0765;158640000,0000;19,9742
;;;;;;158680000,0000;20,7938;158680000,0000;20,1043
;;;;;;158720000,0000;20,7897;158720000,0000;21,2087
;;;;;;158760000,0000;21,2047;158760000,0000;20,9260
;;;;;;158800000,0000;20,7817;158800000,0000;21,0603
;;;;;;158840000,0000;21,1966;158840000,0000;20,7777
;;;;;;158880000,0000;20,6333;158880000,0000;19,6836
;;;;;;158920000,0000;20,9100;158920000,0000;20,4890
;;;;;;158960000,0000;20,3447;158960000,0000;21,1846
;;;;;;159000000,0000;20,0723;159000000,0000;21,0404
;;;;;;159040000,0000;21,0364;159040000,0000;19,9341
;;;;;;159080000,0000;20,8942;159080000,0000;21,8561
;;;;;;159120000,0000;21,3092;159120000,0000;21,1689
;;;;;;159160000,0000;21,8483;159160000,0000;20,8863
;;;;;;159200000,0000;20,7421;159200000,0000;21,1610
;;;;;;159240000,0000;20,7382;159240000,0000;21,0168
;;;;;;159280000,0000;21,1533;159280000,0000;20,7343
;;;;;;159320000,0000;21,0091;159320000,0000;21,6965
;;;;;;159360000,0000;21,5564;159360000,0000;21,4222
;;;;;;159400000,0000;20,8631;159400000,0000;22,2318
;;;;;;159440000,0000;20,7190;159440000,0000;21,2783
;;;;;;159480000,0000;21,2745;159480000,0000;21,2745
;;;;;;159520000,0000;20,1541;159520000,0000;20,1541
;;;;;;159560000,0000;20,4269;159560000,0000;22,0804
;;;;;;159600000,0000;20,5635;159600000,0000;21,2631
;;;;;;159640000,0000;20,9787;159640000,0000;21,6661
;;;;;;159680000,0000;20,8367;159680000,0000;21,1153
;;;;;;159720000,0000;21,6587;159720000,0000;21,3882
;;;;;;159760000,0000;22,1980;159760000,0000;21,6550
;;;;;;159800000,0000;21,6513;159800000,0000;20,9639
;;;;;;159840000,0000;21,1005;159840000,0000;20,8219
;;;;;;159880000,0000;21,5077;159880000,0000;20,9566
;;;;;;159920000,0000;21,7766;159920000,0000;22,7243
;;;;;;159960000,0000;22,5844;159960000,0000;21,5004
;;;;;;160000000,0000;21,0860;160000000,0000;21,6331
;;;;;;160040000,0000;20,9421;160040000,0000;22,0362
;;;;;;160080000,0000;21,4896;160080000,0000;21,0788
;;;;;;160120000,0000;21,0752;160120000,0000;21,6223
;;;;;;160160000,0000;22,1618;160160000,0000;21,6188
;;;;;;160200000,0000;20,9278;160200000,0000;22,2924
;;;;;;160240000,0000;21,2049;160240000,0000;21,4753
;;;;;;160280000,0000;20,5017;160280000,0000;20,7823
;;;;;;160320000,0000;21,4682;160320000,0000;20,3578
;;;;;;160360000,0000;21,7372;160360000,0000;22,2782
;;;;;;160400000,0000;21,4612;160400000,0000;21,0503
;;;;;;160440000,0000;20,9065;160440000,0000;21,0468
;;;;;;160480000,0000;19,8007;160480000,0000;21,3199
;;;;;;160520000,0000;21,0398;160520000,0000;19,7971
;;;;;;160560000,0000;21,0362;160560000,0000;20,7576
;;;;;;160600000,0000;20,3331;160600000,0000;21,0327
;;;;;;160640000,0000;20,6103;160640000,0000;20,8889
;;;;;;160680000,0000;20,8854;160680000,0000;21,1661
;;;;;;160720000,0000;21,4331;160720000,0000;21,5693
;;;;;;160760000,0000;20,5998;160760000,0000;21,2954
;;;;;;160800000,0000;21,4261;160800000,0000;21,2919
;;;;;;160840000,0000;21,5589;160840000,0000;21,4226
;;;;;;160880000,0000;19,2329;160880000,0000;20,1684
;;;;;;160920000,0000;20,3053;160920000,0000;20,1650
;;;;;;160960000,0000;20,8611;160960000,0000;20,0253
;;;;;;161000000,0000;21,9518;161000000,0000;20,0218
;;;;;;161040000,0000;20,9946;161040000,0000;20,5756
;;;;;;161080000,0000;20,2915;161080000,0000;20,8508
;;;;;;161120000,0000;20,2881;161120000,0000;20,8474
;;;;;;161160000,0000;20,2847;161160000,0000;19,7417
;;;;;;161200000,0000;19,7383;161200000,0000;19,8725
;;;;;;161240000,0000;19,8691;161240000,0000;21,2541
;;;;;;161280000,0000;19,7315;161280000,0000;19,8657
;;;;;;161320000,0000;20,9707;161320000,0000;19,4617
;;;;;;161360000,0000;20,8270;161360000,0000;20,8270
;;;;;;161400000,0000;20,1240;161400000,0000;20,2643
;;;;;;161440000,0000;20,4013;161440000,0000;20,2610
;;;;;;161480000,0000;21,0975;161480000,0000;20,3979
;;;;;;161520000,0000;19,7112;161520000,0000;20,5349
;;;;;;161560000,0000;20,6719;161560000,0000;20,3912
;;;;;;161600000,0000;20,1072;161600000,0000;20,6685
;;;;;;161640000,0000;21,3546;161640000,0000;19,5669
;;;;;;161680000,0000;19,6978;161680000,0000;19,4314
;;;;;;161720000,0000;19,8287;161720000,0000;20,3779
;;;;;;161760000,0000;21,0741;161760000,0000;21,4809
;;;;;;161800000,0000;19,8221;161800000,0000;20,6519
;;;;;;161840000,0000;19,6846;161840000,0000;20,3679
;;;;;;161880000,0000;20,5049;161880000,0000;20,3646
;;;;;;161920000,0000;19,9444;161920000,0000;20,6420
;;;;;;161960000,0000;20,4983;161960000,0000;19,9411
;;;;;;162000000,0000;20,3547;162000000,0000;21,3248
;;;;;;162040000,0000;19,4017;162040000,0000;20,7704
;;;;;;162080000,0000;20,3482;162080000,0000;19,6649
;;;;;;162120000,0000;20,9042;162120000,0000;19,2609
;;;;;;162160000,0000;20,7606;162160000,0000;20,0610
;;;;;;162200000,0000;22,6630;162200000,0000;21,7153
;;;;;;162240000,0000;20,3352;162240000,0000;20,1948
;;;;;;162280000,0000;19,9150;162280000,0000;20,7509
;;;;;;162320000,0000;20,3287;162320000,0000;20,0480
;;;;;;162360000,0000;20,3255;162360000,0000;19,7764
;;;;;;162400000,0000;20,6029;162400000,0000;21,2924
;;;;;;162440000,0000;20,1787;162440000,0000;20,5997
;;;;;;162480000,0000;20,5965;162480000,0000;20,4562
;;;;;;162520000,0000;20,7316;162520000,0000;20,3126
;;;;;;162560000,0000;19,3597;162560000,0000;21,0090
;;;;;;162600000,0000;19,8893;162600000,0000;19,7571
;;;;;;162640000,0000;21,4094;162640000,0000;20,1628
;;;;;;162680000,0000;20,7189;162680000,0000;19,3501
;;;;;;162720000,0000;19,0806;162720000,0000;20,4371
;;;;;;162760000,0000;21,3999;162760000,0000;19,6102
;;;;;;162800000,0000;20,7094;162800000,0000;19,6071
;;;;;;162840000,0000;20,7062;162840000,0000;20,2873
;;;;;;162880000,0000;19,7350;162880000,0000;20,8434
;;;;;;162920000,0000;20,2810;162920000,0000;20,2810
;;;;;;162960000,0000;20,9775;162960000,0000;19,9972
;;;;;;163000000,0000;20,9743;163000000,0000;20,1344
;;;;;;163040000,0000;19,9910;163040000,0000;19,3219
;;;;;;163080000,0000;19,7194;163080000,0000;19,5852
;;;;;;163120000,0000;19,8485;163120000,0000;20,1251
;;;;;;163160000,0000;20,4026;163160000,0000;19,3125
;;;;;;163200000,0000;20,2592;163200000,0000;19,3095
;;;;;;163240000,0000;20,2561;163240000,0000;21,2262
;;;;;;163280000,0000;19,8361;163280000,0000;20,3934
;;;;;;163320000,0000;21,7631;163320000,0000;20,1096
;;;;;;163360000,0000;20,2469;163360000,0000;20,3872
;;;;;;163400000,0000;19,8269;163400000,0000;20,6628
;;;;;;163440000,0000;19,8239;163440000,0000;19,6917
;;;;;;163480000,0000;19,4202;163480000,0000;20,0974
;;;;;;163520000,0000;19,8178;163520000,0000;19,5514
;;;;;;163560000,0000;20,9313;163560000,0000;21,8811
;;;;;;163600000,0000;20,3690;163600000,0000;19,2789
;;;;;;163640000,0000;19,5423;163640000,0000;20,9252
;;;;;;163680000,0000;19,6735;163680000,0000;20,7819
;;;;;;163720000,0000;19,5363;163720000,0000;19,9390
;;;;;;163760000,0000;21,0525;163760000,0000;20,6356
;;;;;;163800000,0000;20,0733;163800000,0000;19,5303
;;;;;;163840000,0000;19,9300;163840000,0000;20,0703
;;;;;;163880000,0000;20,4883;163880000,0000;19,3901
;;;;;;163920000,0000;19,1207;163920000,0000;20,7639
;;;;;;163960000,0000;21,0376;163960000,0000;20,2017
;;;;;;164000000,0000;19,5154;164000000,0000;20,3391
;;;;;;164040000,0000;20,0555;164040000,0000;19,9151
;;;;;;164080000,0000;21,1629;164080000,0000;21,7059
;;;;;;164120000,0000;19,9092;164120000,0000;21,1600
;;;;;;164160000,0000;21,5638;164160000,0000;20,0466
;;;;;;164200000,0000;19,6349;164200000,0000;21,0199
;;;;;;164240000,0000;20,0408;164240000,0000;19,9004
;;;;;;164280000,0000;18,9620;164280000,0000;20,7375
;;;;;;164320000,0000;21,0111;164320000,0000;19,4919
;;;;;;164360000,0000;19,7554;164360000,0000;20,4530
;;;;;;164400000,0000;20,7287;164400000,0000;20,5884
;;;;;;164440000,0000;20,0262;164440000,0000;20,3069
;;;;;;164480000,0000;19,8830;164480000,0000;21,5405
;;;;;;164520000,0000;20,1608;164520000,0000;20,4415
;;;;;;164560000,0000;19,3404;164560000,0000;19,6088
;;;;;;164600000,0000;21,2614;164600000,0000;18,6704
;;;;;;164640000,0000;19,6031;164640000,0000;21,5290
;;;;;;164680000,0000;19,4660;164680000,0000;20,5683
;;;;;;164720000,0000;20,2868;164720000,0000;19,1967
;;;;;;164760000,0000;19,1939;164760000,0000;19,0597
;;;;;;164800000,0000;21,5177;164800000,0000;19,7239
;;;;;;164840000,0000;19,4547;164840000,0000;19,9977
;;;;;;164880000,0000;19,8545;164880000,0000;19,3176
;;;;;;164920000,0000;19,3148;164920000,0000;19,0484
;;;;;;164960000,0000;19,8489;164960000,0000;19,9892
;;;;;;165000000,0000;19,4434;165000000,0000;19,9864
;;;;;;165040000,0000;20,2643;165040000,0000;19,9836
;;;;;;165080000,0000;19,1714;165080000,0000;19,9808
;;;;;;165120000,0000;20,9542;165120000,0000;20,8180
;;;;;;165160000,0000;20,9515;165160000,0000;20,2559
;;;;;;165200000,0000;22,1669;165200000,0000;20,9487
;;;;;;165240000,0000;21,2164;165240000,0000;21,3527
;;;;;;165280000,0000;20,2476;165280000,0000;20,8069
;;;;;;165320000,0000;20,1045;165320000,0000;19,1548
;;;;;;165360000,0000;20,9377;165360000,0000;19,8211
;;;;;;165400000,0000;19,1493;165400000,0000;19,5499
;;;;;;165440000,0000;19,2788;165440000,0000;20,2366
;;;;;;165480000,0000;19,4103;165480000,0000;19,6767
;;;;;;165520000,0000;18,8747;165520000,0000;18,8747
;;;;;;165560000,0000;19,4048;165560000,0000;19,1384
;;;;;;165600000,0000;19,5363;165600000,0000;19,8048
;;;;;;165640000,0000;19,3994;165640000,0000;19,9424
;;;;;;165680000,0000;19,1303;165680000,0000;19,3967
;;;;;;165720000,0000;19,6605;165720000,0000;19,3940
;;;;;;165760000,0000;19,3914;165760000,0000;19,6578
;;;;;;165800000,0000;19,3887;165800000,0000;18,5874
;;;;;;165840000,0000;19,5202;165840000,0000;19,9290
;;;;;;165880000,0000;19,6498;165880000,0000;20,3473
;;;;;;165920000,0000;20,7636;165920000,0000;21,7134
;;;;;;165960000,0000;19,3780;165960000,0000;18,9774
;;;;;;166000000,0000;19,5096;166000000,0000;18,5741
;;;;;;166040000,0000;20,0561;166040000,0000;19,2385
;;;;;;166080000,0000;18,4366;166080000,0000;19,6366
;;;;;;166120000,0000;18,4340;166120000,0000;18,9669
;;;;;;166160000,0000;21,1546;166160000,0000;19,0985
;;;;;;166200000,0000;20,1859;166200000,0000;19,3623
;;;;;;166240000,0000;20,1833;166240000,0000;18,9590
;;;;;;166280000,0000;20,8763;166280000,0000;19,3571
;;;;;;166320000,0000;18,0183;166320000,0000;18,6874
;;;;;;166360000,0000;19,4861;166360000,0000;18,5506
;;;;;;166400000,0000;20,0327;166400000,0000;19,2151
;;;;;;166440000,0000;18,4133;166440000,0000;20,0301
;;;;;;166480000,0000;19,6106;166480000,0000;18,1422
;;;;;;166520000,0000;19,4758;166520000,0000;18,2739
;;;;;;166560000,0000;19,8821;166560000,0000;18,8062
;;;;;;166600000,0000;19,4707;166600000,0000;18,9359
;;;;;;166640000,0000;20,8532;166640000,0000;21,3942
;;;;;;166680000,0000;19,4657;166680000,0000;18,7986
;;;;;;166720000,0000;19,3289;166720000,0000;19,5953
;;;;;;166760000,0000;19,4606;166760000,0000;19,8694
;;;;;;166800000,0000;20,0072;166800000,0000;18,7910
;;;;;;166840000,0000;19,1871;166840000,0000;19,0549
;;;;;;166880000,0000;19,3189;166880000,0000;19,4531
;;;;;;166920000,0000;19,4506;166920000,0000;20,4187
;;;;;;166960000,0000;19,5803;166960000,0000;18,3804
;;;;;;167000000,0000;19,0450;167000000,0000;19,0450
;;;;;;167040000,0000;20,9624;167040000,0000;19,1747
;;;;;;167080000,0000;19,0400;167080000,0000;20,1301
;;;;;;167120000,0000;19,4382;167120000,0000;19,4382
;;;;;;167160000,0000;19,9849;167160000,0000;18,5002
;;;;;;167200000,0000;18,7662;167200000,0000;19,4333
;;;;;;167240000,0000;19,0302;167240000,0000;20,5393
;;;;;;167280000,0000;19,1600;167280000,0000;20,2582
;;;;;;167320000,0000;18,7589;167320000,0000;19,2918
;;;;;;167360000,0000;18,4880;167360000,0000;19,1551
;;;;;;167400000,0000;19,1527;167400000,0000;18,8863
;;;;;;167440000,0000;19,6872;167440000,0000;19,2845
;;;;;;167480000,0000;19,4163;167480000,0000;18,8815
;;;;;;167520000,0000;18,8791;167520000,0000;20,5223
;;;;;;167560000,0000;19,0109;167560000,0000;18,6102
;;;;;;167600000,0000;18,2072;167600000,0000;19,0085
;;;;;;167640000,0000;19,2725;167640000,0000;19,8156
;;;;;;167680000,0000;19,2702;167680000,0000;19,1359
;;;;;;167720000,0000;19,2678;167720000,0000;19,4020
;;;;;;167760000,0000;18,9990;167760000,0000;18,7326
;;;;;;167800000,0000;19,3973;167800000,0000;18,3296
;;;;;;167840000,0000;18,9943;167840000,0000;20,5033
;;;;;;167880000,0000;19,1242;167880000,0000;19,8014
;;;;;;167920000,0000;18,7232;167920000,0000;19,9394
;;;;;;167960000,0000;19,7967;167960000,0000;20,2177
;;;;;;168000000,0000;20,0751;168000000,0000;20,9048
;;;;;;168040000,0000;19,5155;168040000,0000;20,3514
;;;;;;168080000,0000;18,8461;168080000,0000;19,3810
;;;;;;168120000,0000;20,2085;168120000,0000;20,2085
;;;;;;168160000,0000;18,8415;168160000,0000;19,7852
;;;;;;168200000,0000;20,2039;168200000,0000;19,2399
;;;;;;168240000,0000;19,5040;168240000,0000;19,1034
;;;;;;168280000,0000;18,7025;168280000,0000;19,3695
;;;;;;168320000,0000;20,0567;168320000,0000;19,4995
;;;;;;168360000,0000;19,3650;168360000,0000;19,7738
;;;;;;168400000,0000;19,3627;168400000,0000;20,3308
;;;;;;168440000,0000;20,0499;168440000,0000;21,4227
;;;;;;168480000,0000;19,3582;168480000,0000;19,2240
;;;;;;168520000,0000;19,3560;168520000,0000;20,3241
;;;;;;168560000,0000;19,3538;168560000,0000;19,3538
;;;;;;168600000,0000;20,0410;168600000,0000;19,3515
;;;;;;168640000,0000;19,3493;168640000,0000;20,0388
;;;;;;168680000,0000;19,6156;168680000,0000;19,2129
;;;;;;168720000,0000;20,4533;168720000,0000;20,5936
;;;;;;168760000,0000;20,5914;168760000,0000;19,4749
;;;;;;168800000,0000;19,6090;168800000,0000;18,8056
;;;;;;168840000,0000;19,6068;168840000,0000;20,8575
;;;;;;168880000,0000;19,7449;168880000,0000;20,1659
;;;;;;168920000,0000;20,1637;168920000,0000;20,5827
;;;;;;168960000,0000;21,6645;168960000,0000;20,4402
;;;;;;169000000,0000;19,7384;169000000,0000;19,5981
;;;;;;169040000,0000;20,2955;169040000,0000;20,4359
;;;;;;169080000,0000;20,0148;169080000,0000;19,8744
;;;;;;169120000,0000;20,0126;169120000,0000;20,2912
;;;;;;169160000,0000;19,4532;169160000,0000;20,5698
;;;;;;169200000,0000;19,3189;169200000,0000;21,1106
;;;;;;169240000,0000;19,7256;169240000,0000;20,5655
;;;;;;169280000,0000;19,8638;169280000,0000;19,3147
;;;;;;169320000,0000;20,2806;169320000,0000;21,2385
;;;;;;169360000,0000;20,9659;169360000,0000;19,7192
;;;;;;169400000,0000;20,6933;169400000,0000;19,4405
;;;;;;169440000,0000;19,9957;169440000,0000;23,1256
;;;;;;169480000,0000;20,8234;169480000,0000;21,3664
;;;;;;169520000,0000;22,0415;169520000,0000;22,0415
;;;;;;169560000,0000;20,5487;169560000,0000;21,0917
;;;;;;169600000,0000;20,9534;169600000,0000;22,5784
;;;;;;169640000,0000;21,6286;169640000,0000;22,7126
;;;;;;169680000,0000;24,7931;169680000,0000;25,0554
;;;;;;169720000,0000;25,5781;169720000,0000;24,7910
;;;;;;169760000,0000;25,8364;169760000,0000;24,2745
;;;;;;169800000,0000;22,8386;169800000,0000;22,1614
;;;;;;169840000,0000;22,4319;169840000,0000;22,2956
;;;;;;169880000,0000;22,7003;169880000,0000;25,7001
;;;;;;169920000,0000;21,6143;169920000,0000;21,8848
;;;;;;169960000,0000;19,9711;169960000,0000;20,3900
;;;;;;170000000,0000;19,8267;170000000,0000;20,9331
;;;;;;170000000,0000;20,3860;170000000,0000;20,6626
;;;;;;170040000,0000;19,6848;170040000,0000;22,4222
;;;;;;170080000,0000;22,0139;170080000,0000;22,2844
;;;;;;170120000,0000;19,8219;170120000,0000;19,6816
;;;;;;170160000,0000;20,1010;170160000,0000;20,3796
;;;;;;170200000,0000;19,0012;170200000,0000;19,9591
;;;;;;170240000,0000;19,2680;170240000,0000;19,9575
;;;;;;170280000,0000;18,4651;170280000,0000;21,0582
;;;;;;170320000,0000;19,9543;170320000,0000;21,5975
;;;;;;170360000,0000;18,9948;170360000,0000;20,3716
;;;;;;170400000,0000;19,1274;170400000,0000;21,5943
;;;;;;170440000,0000;18,3245;170440000,0000;20,7792
;;;;;;170480000,0000;19,9479;170480000,0000;18,7235
;;;;;;170520000,0000;20,0866;170520000,0000;18,8562
;;;;;;170560000,0000;19,6640;170560000,0000;19,1210
;;;;;;170600000,0000;20,2217;170600000,0000;18,8530
;;;;;;170640000,0000;20,6370;170640000,0000;20,9075
;;;;;;170680000,0000;21,1764;170680000,0000;21,3126
;;;;;;170720000,0000;22,5293;170720000,0000;20,0786
;;;;;;170760000,0000;19,5157;170760000,0000;19,2472
;;;;;;170800000,0000;19,6544;170800000,0000;20,4943
;;;;;;170840000,0000;21,5767;170840000,0000;20,4927
;;;;;;170880000,0000;20,7616;170880000,0000;19,3746
;;;;;;170920000,0000;20,0706;170920000,0000;19,5093
;;;;;;170960000,0000;21,4377;170960000,0000;19,3714
;;;;;;171000000,0000;20,3460;171000000,0000;18,7028
;;;;;;171040000,0000;20,7552;171040000,0000;21,8392
;;;;;;171080000,0000;19,9239;171080000,0000;20,6194
;;;;;;171120000,0000;20,3412;171120000,0000;21,1588
;;;;;;171160000,0000;19,6400;171160000,0000;22,9164
;;;;;;171200000,0000;23,3195;171200000,0000;22,6463
;;;;;;171240000,0000;21,1540;171240000,0000;21,9675
;;;;;;171280000,0000;21,4249;171280000,0000;21,1524
;;;;;;171320000,0000;20,8803;171320000,0000;19,9143
;;;;;;171360000,0000;20,0530;171360000,0000;20,6082
;;;;;;171400000,0000;19,7707;171400000,0000;19,4901
;;;;;;171440000,0000;21,6870;171440000,0000;21,4185
;;;;;;171480000,0000;20,0482;171480000,0000;19,4869
;;;;;;171520000,0000;20,4655;171520000,0000;19,6256
;;;;;;171560000,0000;19,4837;171560000,0000;20,7344
;;;;;;171600000,0000;20,1817;171600000,0000;19,9031
;;;;;;171640000,0000;21,4105;171640000,0000;20,4607
;;;;;;171680000,0000;18,8098;171680000,0000;19,8999
;;;;;;171720000,0000;19,8983;171720000,0000;20,3172
;;;;;;171760000,0000;19,6160;171760000,0000;20,8627
;;;;;;171800000,0000;22,3518;171800000,0000;22,3518
;;;;;;171840000,0000;18,9356;171840000,0000;19,7531
;;;;;;171880000,0000;20,8579;171880000,0000;20,1705
;;;;;;171920000,0000;20,4495;171920000,0000;19,2008
;;;;;;171960000,0000;19,8887;171960000,0000;21,2614
;;;;;;172000000,0000;20,3060;172000000,0000;20,5826
;;;;;;172040000,0000;20,7152;172040000,0000;20,5810
;;;;;;172080000,0000;21,5271;172080000,0000;20,9862
;;;;;;172120000,0000;21,2550;172120000,0000;19,7419
;;;;;;172160000,0000;20,0210;172160000,0000;19,6000
;;;;;;172200000,0000;20,1577;172200000,0000;19,8791
;;;;;;172240000,0000;19,8775;172240000,0000;19,4565
