RE102 limit (X);RE102 limit (Y);RE102 limit (Helicopter) (X);RE102 limit (Helicopter) (Y);RE102 limit (Large Aircraft) (X);RE102 limit (Large Aircraft) (Y);Trace 1  (X);Trace 1  (Y);Trace 2  (X);Trace 2  (Y)
;;;;;;76480000,0000;31,2717;76480000,0000;31,9306
;;;;;;76520000,0000;31,1423;76520000,0000;31,2725
;;;;;;76560000,0000;30,8828;76560000,0000;31,2733
;;;;;;76600000,0000;30,4890;76600000,0000;30,7534
;;;;;;76640000,0000;31,6674;76640000,0000;30,6220
;;;;;;76680000,0000;30,3584;76680000,0000;29,6975
;;;;;;76720000,0000;29,8305;76720000,0000;30,0948
;;;;;;76760000,0000;30,0956;76760000,0000;30,2278
;;;;;;76800000,0000;30,4930;76800000,0000;29,6999
;;;;;;76840000,0000;29,5705;76840000,0000;29,5705
;;;;;;76880000,0000;29,9659;76880000,0000;29,7015
;;;;;;76920000,0000;29,0637;76920000,0000;29,9667
;;;;;;76960000,0000;29,7031;76960000,0000;29,3187
;;;;;;77000000,0000;30,1004;77000000,0000;29,7039
;;;;;;77040000,0000;30,1012;77040000,0000;30,1012
;;;;;;77080000,0000;30,7630;77080000,0000;31,1535
;;;;;;77120000,0000;33,1230;77120000,0000;33,5114
;;;;;;77160000,0000;34,5331;77160000,0000;33,7685
;;;;;;77200000,0000;33,5130;77200000,0000;31,6786
;;;;;;77240000,0000;32,7389;77240000,0000;30,7662
;;;;;;77280000,0000;31,2877;77280000,0000;28,8167
;;;;;;77320000,0000;30,6356;77320000,0000;30,1068
;;;;;;77360000,0000;28,8183;77360000,0000;29,1986
;;;;;;77400000,0000;30,2406;77400000,0000;28,1540
;;;;;;77440000,0000;29,5825;77440000,0000;29,3283
;;;;;;77480000,0000;29,7135;77480000,0000;28,9467
;;;;;;77520000,0000;30,2430;77520000,0000;29,7143
;;;;;;77560000,0000;30,3760;77560000,0000;29,0765
;;;;;;77600000,0000;30,6412;77600000,0000;27,2408
;;;;;;77640000,0000;28,4293;77640000,0000;29,3323
;;;;;;77680000,0000;27,8912;77680000,0000;27,6227
;;;;;;77720000,0000;28,6973;77720000,0000;28,1604
;;;;;;77760000,0000;27,8928;77760000,0000;28,4317
;;;;;;77800000,0000;28,5688;77800000,0000;27,4970
;;;;;;77840000,0000;27,7581;77840000,0000;27,7581
;;;;;;77880000,0000;28,5704;77880000,0000;27,6267
;;;;;;77920000,0000;28,4349;77920000,0000;27,7597
;;;;;;77960000,0000;28,8303;77960000,0000;28,9563
;;;;;;78000000,0000;28,7029;78000000,0000;30,1205
;;;;;;78040000,0000;28,7037;78040000,0000;28,3031
;;;;;;78080000,0000;29,0869;78080000,0000;29,5953
;;;;;;78120000,0000;28,8335;78120000,0000;27,7637
;;;;;;78160000,0000;29,0885;78160000,0000;29,0885
;;;;;;78200000,0000;28,9611;78200000,0000;29,3435
;;;;;;78240000,0000;29,3443;78240000,0000;28,9619
;;;;;;78280000,0000;29,0909;78280000,0000;29,9939
;;;;;;78320000,0000;28,7093;78320000,0000;29,0917
;;;;;;78360000,0000;29,4728;78360000,0000;29,0925
;;;;;;78400000,0000;29,3475;78400000,0000;29,6017
;;;;;;78440000,0000;29,7327;78440000,0000;29,8649
;;;;;;78480000,0000;30,3944;78480000,0000;29,7335
;;;;;;78520000,0000;31,3125;78520000,0000;30,5274
;;;;;;78560000,0000;30,5282;78560000,0000;31,7058
;;;;;;78600000,0000;30,3968;78600000,0000;31,5744
;;;;;;78640000,0000;31,1847;78640000,0000;32,2402
;;;;;;78680000,0000;32,8979;78680000,0000;31,4458
;;;;;;78720000,0000;32,7685;78720000,0000;32,8987
;;;;;;78760000,0000;33,1558;78760000,0000;32,5070
;;;;;;78800000,0000;33,2867;78800000,0000;32,1092
;;;;;;78840000,0000;34,1844;78840000,0000;33,0292
;;;;;;78880000,0000;33,5466;78880000,0000;33,5466
;;;;;;78920000,0000;33,6755;78920000,0000;31,9794
;;;;;;78960000,0000;33,8045;78960000,0000;33,2899
;;;;;;79000000,0000;34,8221;79000000,0000;34,3157
;;;;;;79040000,0000;34,4447;79040000,0000;32,5126
;;;;;;79080000,0000;33,8069;79080000,0000;33,2923
;;;;;;79120000,0000;35,4489;79120000,0000;34,3181
;;;;;;79160000,0000;34,8253;79160000,0000;33,2939
;;;;;;79200000,0000;35,3264;79200000,0000;34,7021
;;;;;;79240000,0000;35,5774;79240000,0000;34,8269
;;;;;;79280000,0000;35,3280;79280000,0000;35,3280
;;;;;;79320000,0000;35,9451;79320000,0000;34,0679
;;;;;;79360000,0000;34,7053;79360000,0000;34,8293
;;;;;;79400000,0000;34,8301;79400000,0000;35,0803
;;;;;;79440000,0000;35,2051;79440000,0000;35,3312
;;;;;;79480000,0000;34,4535;79480000,0000;34,8317
;;;;;;79520000,0000;34,5803;79520000,0000;35,0827
;;;;;;79560000,0000;34,8333;79560000,0000;34,8333
;;;;;;79600000,0000;34,9602;79600000,0000;34,9602
;;;;;;79640000,0000;34,8349;79640000,0000;34,0743
;;;;;;79680000,0000;34,8357;79680000,0000;33,5626
;;;;;;79720000,0000;34,3301;79720000,0000;34,0759
;;;;;;79760000,0000;34,5851;79760000,0000;34,0767
;;;;;;79800000,0000;31,5984;79800000,0000;33,0484
;;;;;;79840000,0000;32,7909;79840000,0000;31,2087
;;;;;;79880000,0000;33,9510;79880000,0000;31,3397
;;;;;;79920000,0000;32,9227;79920000,0000;31,7330
;;;;;;79960000,0000;33,5682;79960000,0000;31,4714
;;;;;;80000000,0000;30,8214;80000000,0000;32,1332
;;;;;;80040000,0000;33,5706;80040000,0000;33,6987
;;;;;;80080000,0000;34,0847;80080000,0000;32,9275
;;;;;;80120000,0000;34,0863;80120000,0000;33,1854
;;;;;;80160000,0000;33,9598;80160000,0000;30,9580
;;;;;;80200000,0000;34,0895;80200000,0000;33,4468
;;;;;;80240000,0000;33,5786;80240000,0000;31,7442
;;;;;;80280000,0000;35,3536;80280000,0000;33,9646
;;;;;;80320000,0000;34,4767;80320000,0000;33,5818
;;;;;;80360000,0000;34,3501;80360000,0000;34,0959
;;;;;;80400000,0000;35,7306;80400000,0000;34,0975
;;;;;;80440000,0000;35,2339;80440000,0000;34,9858
;;;;;;80480000,0000;33,0716;80480000,0000;33,9726
;;;;;;80520000,0000;33,4596;80520000,0000;34,3565
;;;;;;80560000,0000;35,3648;80560000,0000;35,9811
;;;;;;80600000,0000;35,3664;80600000,0000;35,7386
;;;;;;80640000,0000;35,8622;80640000,0000;36,3503
;;;;;;80680000,0000;36,3519;80680000,0000;35,8638
;;;;;;80720000,0000;36,9637;80720000,0000;36,1095
;;;;;;80760000,0000;37,0873;80760000,0000;37,2093
;;;;;;80800000,0000;36,8448;80800000,0000;35,7466
;;;;;;80840000,0000;37,0905;80840000,0000;36,4804
;;;;;;80880000,0000;37,8202;80880000,0000;36,3599
;;;;;;80920000,0000;36,3615;80920000,0000;36,8496
;;;;;;80960000,0000;34,5023;80960000,0000;36,9733
;;;;;;81000000,0000;37,2189;81000000,0000;36,7308
;;;;;;81040000,0000;37,5886;81040000,0000;37,7106
;;;;;;81080000,0000;37,3462;81080000,0000;36,6120
;;;;;;81120000,0000;37,4698;81120000,0000;38,5050
;;;;;;81160000,0000;38,8523;81160000,0000;38,1690
;;;;;;81200000,0000;38,0587;81200000,0000;37,8330
;;;;;;81240000,0000;37,8346;81240000,0000;38,1722
;;;;;;81280000,0000;37,2301;81280000,0000;37,5982
;;;;;;81320000,0000;37,7218;81320000,0000;38,4011
;;;;;;81360000,0000;36,1351;81360000,0000;38,6285
;;;;;;81400000,0000;35,8926;81400000,0000;37,6030
;;;;;;81440000,0000;37,9544;81440000,0000;38,6317
;;;;;;81480000,0000;37,7282;81480000,0000;38,0699
;;;;;;81520000,0000;37,2397;81520000,0000;38,4091
;;;;;;81560000,0000;36,0211;81560000,0000;38,6365
;;;;;;81600000,0000;35,5305;81600000,0000;37,2429
;;;;;;81640000,0000;36,8784;81640000,0000;37,8506
;;;;;;81680000,0000;37,8522;81680000,0000;37,8522
;;;;;;81720000,0000;36,7596;81720000,0000;37,8538
;;;;;;81760000,0000;35,7850;81760000,0000;38,0811
;;;;;;81800000,0000;38,0827;81800000,0000;38,1946
;;;;;;81840000,0000;38,1962;81840000,0000;37,8586
;;;;;;81880000,0000;38,4235;81880000,0000;37,8602
;;;;;;81920000,0000;37,7458;81920000,0000;38,4251
;;;;;;81960000,0000;37,9752;81960000,0000;37,6254
;;;;;;82000000,0000;37,9768;82000000,0000;38,2026
;;;;;;82040000,0000;38,6557;82040000,0000;37,9784
;;;;;;82080000,0000;37,8682;82080000,0000;37,9800
;;;;;;82120000,0000;35,5513;82120000,0000;37,3878
;;;;;;82160000,0000;37,1433;82160000,0000;36,5332
;;;;;;82200000,0000;37,9848;82200000,0000;36,0467
;;;;;;82240000,0000;37,1465;82240000,0000;36,4143
;;;;;;82280000,0000;37,6382;82280000,0000;35,6838
;;;;;;82320000,0000;37,5178;82320000,0000;35,9294
;;;;;;82360000,0000;37,5194;82360000,0000;37,1513
;;;;;;82400000,0000;37,0309;82400000,0000;38,1067
;;;;;;82440000,0000;37,1545;82440000,0000;37,0325
;;;;;;82480000,0000;37,7682;82480000,0000;36,9120
;;;;;;82520000,0000;37,0357;82520000,0000;36,9136
;;;;;;82560000,0000;36,4271;82560000,0000;36,1831
;;;;;;82600000,0000;37,7730;82600000,0000;37,5290
;;;;;;82640000,0000;36,9184;82640000,0000;36,4303
;;;;;;82680000,0000;36,9200;82680000,0000;36,7980
;;;;;;82720000,0000;36,9216;82720000,0000;36,6776
;;;;;;82760000,0000;36,3131;82760000,0000;36,9232
;;;;;;82800000,0000;37,0469;82800000,0000;37,0469
;;;;;;82840000,0000;36,9264;82840000,0000;36,9264
;;;;;;82880000,0000;36,5620;82880000,0000;36,4399
;;;;;;82920000,0000;37,0517;82920000,0000;36,4415
;;;;;;82960000,0000;36,3211;82960000,0000;36,0771
;;;;;;83000000,0000;36,9328;83000000,0000;36,3227
;;;;;;83040000,0000;34,0750;83040000,0000;35,7142
;;;;;;83080000,0000;35,7158;83080000,0000;36,4479
;;;;;;83120000,0000;35,9614;83120000,0000;35,9614
;;;;;;83160000,0000;35,8410;83160000,0000;35,9630
;;;;;;83200000,0000;35,8426;83200000,0000;35,7206
;;;;;;83240000,0000;35,4720;83240000,0000;36,0883
;;;;;;83280000,0000;35,7238;83280000,0000;35,5977
;;;;;;83320000,0000;35,7254;83320000,0000;36,0915
;;;;;;83360000,0000;35,7270;83360000,0000;34,9765
;;;;;;83400000,0000;35,9726;83400000,0000;34,5999
;;;;;;83440000,0000;34,2191;83440000,0000;35,6041
;;;;;;83480000,0000;33,5780;83480000,0000;35,6057
;;;;;;83520000,0000;33,7098;83520000,0000;34,6047
;;;;;;83560000,0000;34,3500;83560000,0000;35,6089
;;;;;;83600000,0000;33,1964;83600000,0000;35,4864
;;;;;;83640000,0000;32,4130;83640000,0000;34,9877
;;;;;;83680000,0000;33,4579;83680000,0000;35,1154
;;;;;;83720000,0000;34,9909;83720000,0000;34,9909
;;;;;;83760000,0000;35,1186;83760000,0000;34,8685
;;;;;;83800000,0000;34,4877;83800000,0000;34,6159
;;;;;;83840000,0000;33,4643;83840000,0000;34,7435
;;;;;;83880000,0000;32,4226;83880000,0000;34,6191
;;;;;;83920000,0000;34,3644;83920000,0000;34,3644
;;;;;;83960000,0000;34,3660;83960000,0000;34,2399
;;;;;;84000000,0000;34,2415;84000000,0000;33,2124
;;;;;;84040000,0000;34,3692;84040000,0000;34,7515
;;;;;;84080000,0000;35,2555;84080000,0000;34,8813
;;;;;;84120000,0000;35,3811;84120000,0000;33,9901
;;;;;;84160000,0000;35,1346;84160000,0000;33,9917
;;;;;;84200000,0000;35,0101;84200000,0000;32,5676
;;;;;;84240000,0000;34,2511;84240000,0000;32,7014
;;;;;;84280000,0000;31,7736;84280000,0000;33,2236
;;;;;;84320000,0000;33,2252;84320000,0000;33,9981
;;;;;;84360000,0000;34,3820;84360000,0000;33,7434
;;;;;;84400000,0000;33,4867;84400000,0000;33,7450
;;;;;;84440000,0000;32,9717;84440000,0000;33,2300
;;;;;;84480000,0000;34,2607;84480000,0000;33,6180
;;;;;;84520000,0000;33,7498;84520000,0000;33,7498
;;;;;;84560000,0000;33,3630;84560000,0000;34,1358
;;;;;;84600000,0000;32,9781;84600000,0000;32,4514
;;;;;;84640000,0000;33,2380;84640000,0000;33,4963
;;;;;;84680000,0000;32,4546;84680000,0000;32,8532
;;;;;;84720000,0000;32,9829;84720000,0000;32,9829
;;;;;;84760000,0000;32,8564;84760000,0000;32,9845
;;;;;;84800000,0000;32,9861;84800000,0000;33,3726
;;;;;;84840000,0000;32,4610;84840000,0000;32,5932
;;;;;;84880000,0000;32,4626;84880000,0000;32,3284
;;;;;;84920000,0000;32,4642;84920000,0000;32,3300
;;;;;;84960000,0000;32,3316;84960000,0000;32,0652
;;;;;;85000000,0000;32,8660;85000000,0000;32,4674
;;;;;;85040000,0000;32,6012;85040000,0000;33,2540
;;;;;;85080000,0000;32,3364;85080000,0000;32,2042
;;;;;;85120000,0000;31,6770;85120000,0000;32,4722
;;;;;;85160000,0000;32,3396;85160000,0000;32,2074
;;;;;;85200000,0000;30,5006;85200000,0000;32,6076
;;;;;;85240000,0000;30,8988;85240000,0000;32,0764
;;;;;;85280000,0000;32,0780;85280000,0000;32,0780
;;;;;;85320000,0000;32,3460;85320000,0000;32,0796
;;;;;;85360000,0000;31,9490;85360000,0000;31,9490
;;;;;;85400000,0000;31,1676;85400000,0000;32,4834
;;;;;;85440000,0000;31,4295;85440000,0000;32,0844
;;;;;;85480000,0000;31,0406;85480000,0000;31,9538
;;;;;;85520000,0000;31,1724;85520000,0000;31,8232
;;;;;;85560000,0000;30,5150;85560000,0000;31,0438
;;;;;;85600000,0000;29,9879;85600000,0000;31,3057
;;;;;;85640000,0000;31,5676;85640000,0000;31,8280
;;;;;;85680000,0000;30,9164;85680000,0000;31,6994
;;;;;;85720000,0000;31,1804;85720000,0000;31,3105
;;;;;;85760000,0000;30,7874;85760000,0000;30,9196
;;;;;;85800000,0000;30,9212;85800000,0000;32,0988
;;;;;;85840000,0000;30,9228;85840000,0000;31,1852
;;;;;;85880000,0000;31,3169;85880000,0000;30,9244
;;;;;;85920000,0000;30,7938;85920000,0000;31,0582
;;;;;;85960000,0000;31,9730;85960000,0000;32,1052
;;;;;;86000000,0000;35,2082;86000000,0000;34,9581
;;;;;;86040000,0000;36,0782;86040000,0000;35,2098
;;;;;;86080000,0000;34,3247;86080000,0000;33,8122
;;;;;;86120000,0000;31,3265;86120000,0000;30,8018
;;;;;;86160000,0000;30,6712;86160000,0000;30,1425
;;;;;;86200000,0000;30,0119;86200000,0000;30,4084
;;;;;;86240000,0000;30,9388;86240000,0000;29,2467
;;;;;;86280000,0000;29,6307;86280000,0000;30,0151
;;;;;;86320000,0000;30,0167;86320000,0000;30,1489
;;;;;;86360000,0000;29,8881;86360000,0000;29,7600
;;;;;;86400000,0000;33,0501;86400000,0000;32,5234
;;;;;;86440000,0000;29,7632;86440000,0000;31,8600
;;;;;;86480000,0000;30,2875;86480000,0000;28,8720
;;;;;;86520000,0000;29,7664;86520000,0000;29,8945
;;;;;;86560000,0000;29,6419;86560000,0000;29,0053
;;;;;;86600000,0000;29,3893;86600000,0000;30,5566
;;;;;;86640000,0000;29,2627;86640000,0000;28,4716
;;;;;;86680000,0000;29,3925;86680000,0000;28,8800
;;;;;;86720000,0000;28,6111;86720000,0000;28,3406
;;;;;;86760000,0000;29,0133;86760000,0000;29,1414
;;;;;;86800000,0000;28,2096;86800000,0000;28,3438
;;;;;;86840000,0000;28,0749;86840000,0000;28,3454
;;;;;;86880000,0000;27,8162;86880000,0000;27,9443
;;;;;;86920000,0000;28,0781;86920000,0000;26,9331
;;;;;;86960000,0000;27,0608;86960000,0000;27,5672
;;;;;;87000000,0000;27,8210;87000000,0000;27,1905
;;;;;;87040000,0000;28,7581;87040000,0000;27,1921
;;;;;;87080000,0000;27,5720;87080000,0000;27,9523
;;;;;;87120000,0000;27,9539;87120000,0000;29,0277
;;;;;;87160000,0000;28,2240;87160000,0000;26,3061
;;;;;;87200000,0000;26,8162;87200000,0000;27,8290
;;;;;;87240000,0000;26,8178;87240000,0000;26,9459
;;;;;;87280000,0000;27,2017;87280000,0000;26,1828
;;;;;;87320000,0000;26,1844;87320000,0000;25,5458
;;;;;;87360000,0000;25,4193;87360000,0000;25,4193
;;;;;;87400000,0000;25,0345;87400000,0000;25,0345
;;;;;;87440000,0000;25,9370;87440000,0000;25,9370
;;;;;;87480000,0000;25,8085;87480000,0000;26,1908
;;;;;;87520000,0000;25,1674;87520000,0000;25,4257
;;;;;;87560000,0000;24,3901;87560000,0000;25,0409
;;;;;;87600000,0000;25,9434;87600000,0000;25,9434
;;;;;;87640000,0000;26,4514;87640000,0000;25,3024
;;;;;;87680000,0000;24,9155;87680000,0000;25,5602
;;;;;;87720000,0000;26,0743;87720000,0000;27,4715
;;;;;;87760000,0000;29,4357;87760000,0000;30,9996
;;;;;;87800000,0000;32,1788;87800000,0000;34,6477
;;;;;;87840000,0000;31,3953;87840000,0000;34,6493
;;;;;;87880000,0000;28,3870;87880000,0000;30,4756
;;;;;;87920000,0000;26,3365;87920000,0000;26,9731
;;;;;;87960000,0000;24,2759;87960000,0000;23,4848
;;;;;;88000000,0000;23,7528;88000000,0000;23,8850
;;;;;;88040000,0000;24,6696;88040000,0000;25,3184
;;;;;;88080000,0000;26,0887;88080000,0000;27,6120
;;;;;;88120000,0000;27,2353;88120000,0000;26,2164
;;;;;;88160000,0000;26,2180;88160000,0000;26,0919
;;;;;;88200000,0000;26,9843;88200000,0000;28,3998
;;;;;;88240000,0000;27,1120;88240000,0000;27,9987
;;;;;;88280000,0000;24,4189;88280000,0000;24,9395
;;;;;;88320000,0000;25,0713;88320000,0000;24,5506
;;;;;;88360000,0000;24,5522;88360000,0000;25,7155
;;;;;;88400000,0000;24,1634;88400000,0000;24,5538
;;;;;;88440000,0000;23,3718;88440000,0000;24,1650
;;;;;;88480000,0000;25,2058;88480000,0000;27,2497
;;;;;;88520000,0000;26,9971;88520000,0000;27,3774
;;;;;;88560000,0000;25,3392;88560000,0000;25,8517
;;;;;;88600000,0000;23,7768;88600000,0000;24,6920
;;;;;;88640000,0000;24,8238;88640000,0000;25,9850
;;;;;;88680000,0000;31,8194;88680000,0000;32,0818
;;;;;;88720000,0000;36,5515;88720000,0000;40,1370
;;;;;;88760000,0000;43,6488;88760000,0000;45,9795
;;;;;;88800000,0000;46,5648;88800000,0000;47,0610
;;;;;;88840000,0000;46,6783;88840000,0000;47,3921
;;;;;;88880000,0000;44,0238;88880000,0000;46,4500
;;;;;;88920000,0000;41,2900;88920000,0000;39,5288
;;;;;;88960000,0000;32,8902;88960000,0000;31,4401
;;;;;;89000000,0000;26,6340;89000000,0000;25,8693
;;;;;;89040000,0000;24,1890;89040000,0000;24,5794
;;;;;;89080000,0000;23,5296;89080000,0000;24,3207
;;;;;;89120000,0000;24,7128;89120000,0000;24,3223
;;;;;;89160000,0000;23,7992;89160000,0000;23,0020
;;;;;;89200000,0000;23,8008;89200000,0000;23,2680
;;;;;;89240000,0000;24,4573;89240000,0000;23,8024
;;;;;;89280000,0000;23,8040;89280000,0000;23,9362
;;;;;;89320000,0000;23,9378;89320000,0000;24,3303
;;;;;;89360000,0000;25,6274;89360000,0000;24,3319
;;;;;;89400000,0000;24,8542;89400000,0000;24,0732
;;;;;;89440000,0000;29,1205;89440000,0000;29,3747
;;;;;;89480000,0000;33,0452;89480000,0000;31,9816
;;;;;;89520000,0000;33,9498;89520000,0000;31,4625
;;;;;;89560000,0000;32,7820;89560000,0000;30,6750
;;;;;;89600000,0000;32,2508;89600000,0000;27,2945
;;;;;;89640000,0000;24,4733;89640000,0000;24,8638
;;;;;;89680000,0000;24,8654;89680000,0000;24,4749
;;;;;;89720000,0000;24,9971;89720000,0000;24,0860
;;;;;;89760000,0000;23,0260;89760000,0000;26,2820
;;;;;;89800000,0000;25,6450;89800000,0000;24,8702
;;;;;;89840000,0000;28,4654;89840000,0000;29,1365
;;;;;;89880000,0000;31,8674;89880000,0000;33,4476
;;;;;;89920000,0000;33,4492;89920000,0000;34,6044
;;;;;;89960000,0000;32,2652;89960000,0000;32,5316
;;;;;;90000000,0000;28,3376;90000000,0000;29,3971
;;;;;;90000000,0000;27,8149;90000000,0000;28,4718
;;;;;;90040000,0000;26,5478;90040000,0000;24,7500
;;;;;;90080000,0000;24,8822;90080000,0000;24,6218
;;;;;;90120000,0000;24,3635;90120000,0000;24,1032
;;;;;;90160000,0000;24,6259;90160000,0000;23,3080
;;;;;;90200000,0000;24,1073;90200000,0000;24,8882
;;;;;;90240000,0000;26,9403;90240000,0000;28,4839
;;;;;;90280000,0000;31,4959;90280000,0000;32,5473
;;;;;;90320000,0000;31,6281;90320000,0000;33,0822
;;;;;;90360000,0000;31,8905;90360000,0000;30,4465
;;;;;;90400000,0000;30,5808;90400000,0000;26,5661
;;;;;;90440000,0000;25,9317;90440000,0000;26,0618
;;;;;;90480000,0000;25,9337;90480000,0000;27,0808
;;;;;;90520000,0000;27,9675;90520000,0000;27,7153
;;;;;;90560000,0000;27,4652;90560000,0000;26,8307
;;;;;;90600000,0000;23,3307;90600000,0000;22,7999
;;;;;;90640000,0000;22,4034;90640000,0000;23,0684
;;;;;;90680000,0000;28,6409;90680000,0000;24,2623
;;;;;;90720000,0000;24,6549;90720000,0000;25,8182
;;;;;;90760000,0000;28,1083;90760000,0000;27,0955
;;;;;;90800000,0000;34,3947;90800000,0000;31,7833
;;;;;;90840000,0000;41,3766;90840000,0000;40,2316
;;;;;;90880000,0000;44,2504;90880000,0000;43,9901
;;;;;;90920000,0000;44,2525;90920000,0000;44,2525
;;;;;;90960000,0000;43,8723;90960000,0000;43,6263
;;;;;;91000000,0000;40,1121;91000000,0000;40,3683
;;;;;;91040000,0000;32,4552;91040000,0000;30,4824
;;;;;;91080000,0000;23,4905;91080000,0000;23,2241
;;;;;;91120000,0000;21,5200;91120000,0000;19,5655
;;;;;;91160000,0000;21,5222;91160000,0000;19,1752
;;;;;;91200000,0000;20,2268;91200000,0000;21,0057
;;;;;;91240000,0000;19,8365;91240000,0000;19,4420
;;;;;;91280000,0000;18,9296;91280000,0000;19,8387
;;;;;;91320000,0000;18,9318;91320000,0000;19,8409
;;;;;;91360000,0000;17,3660;91360000,0000;19,1862
;;;;;;91400000,0000;19,9755;91400000,0000;21,7937
;;;;;;91440000,0000;21,4095;91440000,0000;21,6657
;;;;;;91480000,0000;22,0564;91480000,0000;19,8498
;;;;;;91520000,0000;21,0235;91520000,0000;18,8148
;;;;;;91560000,0000;18,6910;91560000,0000;19,9845
;;;;;;91600000,0000;21,5466;91600000,0000;18,9475
;;;;;;91640000,0000;19,4643;91640000,0000;19,3321
;;;;;;91680000,0000;19,2042;91680000,0000;19,2042
;;;;;;91720000,0000;19,3366;91720000,0000;19,7311
;;;;;;91760000,0000;20,2581;91760000,0000;19,4711
;;;;;;91800000,0000;18,9588;91800000,0000;19,9981
;;;;;;91840000,0000;21,0416;91840000,0000;20,9135
;;;;;;91880000,0000;21,6907;91880000,0000;23,0024
;;;;;;91920000,0000;22,3417;91920000,0000;23,0047
;;;;;;91960000,0000;22,0837;91960000,0000;22,3440
;;;;;;92000000,0000;21,9559;92000000,0000;20,7926
;;;;;;92040000,0000;21,6999;92040000,0000;22,3487
;;;;;;92080000,0000;24,2099;92080000,0000;24,8607
;;;;;;92120000,0000;24,9931;92120000,0000;26,6608
;;;;;;92160000,0000;24,3447;92160000,0000;25,2558
;;;;;;92200000,0000;22,4902;92200000,0000;23,2875
;;;;;;92240000,0000;21,5835;92240000,0000;21,0649
;;;;;;92280000,0000;20,1582;92280000,0000;20,8090
;;;;;;92320000,0000;20,8113;92320000,0000;20,1605
;;;;;;92360000,0000;20,2931;92360000,0000;21,3323
;;;;;;92400000,0000;20,8161;92400000,0000;21,2045
;;;;;;92440000,0000;21,3371;92440000,0000;19,7731
;;;;;;92480000,0000;20,8209;92480000,0000;22,6390
;;;;;;92520000,0000;23,8373;92520000,0000;22,7757
;;;;;;92560000,0000;28,4787;92560000,0000;28,0821
;;;;;;92600000,0000;32,8109;92600000,0000;31,7554
;;;;;;92640000,0000;31,8880;92640000,0000;31,7578
;;;;;;92680000,0000;27,0765;92680000,0000;29,2913
;;;;;;92720000,0000;23,7172;92720000,0000;24,6385
;;;;;;92760000,0000;21,2263;92760000,0000;22,0011
;;;;;;92800000,0000;20,5799;92800000,0000;21,0985
;;;;;;92840000,0000;21,3613;92840000,0000;21,8779
;;;;;;92880000,0000;22,9298;92880000,0000;23,5948
;;;;;;92920000,0000;24,2603;92920000,0000;23,7294
;;;;;;92960000,0000;22,6683;92960000,0000;22,6683
;;;;;;93000000,0000;22,5386;93000000,0000;24,7858
;;;;;;93040000,0000;22,8075;93040000,0000;23,4705
;;;;;;93080000,0000;24,7908;93080000,0000;26,5927
;;;;;;93120000,0000;25,8285;93120000,0000;26,2149
;;;;;;93160000,0000;24,4053;93160000,0000;24,7958
;;;;;;93200000,0000;22,0284;93200000,0000;22,8175
;;;;;;93240000,0000;20,9977;93240000,0000;21,2560
;;;;;;93280000,0000;20,6098;93280000,0000;21,0003
;;;;;;93320000,0000;19,8273;93320000,0000;21,0028
;;;;;;93360000,0000;23,0919;93360000,0000;23,4906
;;;;;;93400000,0000;29,7184;93400000,0000;30,6214
;;;;;;93440000,0000;38,1427;93440000,0000;37,4085
;;;;;;93480000,0000;41,2833;93480000,0000;42,3978
;;;;;;93520000,0000;41,7801;93520000,0000;43,0308
;;;;;;93560000,0000;40,9040;93560000,0000;42,0307
;;;;;;93600000,0000;37,6628;93600000,0000;38,5027
;;;;;;93640000,0000;33,9192;93640000,0000;33,2745
;;;;;;93680000,0000;34,9468;93680000,0000;35,4532
;;;;;;93720000,0000;34,9494;93720000,0000;34,9494
;;;;;;93760000,0000;32,2187;93760000,0000;31,8282
;;;;;;93800000,0000;26,3844;93800000,0000;27,6555
;;;;;;93840000,0000;22,4599;93840000,0000;20,9061
;;;;;;93880000,0000;19,8633;93880000,0000;19,8633
;;;;;;93920000,0000;18,4566;93920000,0000;17,2506
;;;;;;93960000,0000;17,5237;93960000,0000;19,2178
;;;;;;94000000,0000;18,4618;94000000,0000;17,2558
;;;;;;94040000,0000;18,4645;94040000,0000;18,8428
;;;;;;94080000,0000;17,2611;94080000,0000;17,3954
;;;;;;94120000,0000;18,0732;94120000,0000;17,5343
;;;;;;94160000,0000;17,5369;94160000,0000;17,5369
;;;;;;94200000,0000;18,4751;94200000,0000;18,9795
;;;;;;94240000,0000;18,2154;94240000,0000;18,9822
;;;;;;94280000,0000;17,8134;94280000,0000;17,9476
;;;;;;94320000,0000;16,5979;94320000,0000;17,2772
;;;;;;94360000,0000;18,0893;94360000,0000;17,8188
;;;;;;94400000,0000;17,6873;94400000,0000;18,6147
;;;;;;94440000,0000;20,9460;94440000,0000;19,6383
;;;;;;94480000,0000;26,5558;94480000,0000;23,0333
;;;;;;94520000,0000;31,6184;94520000,0000;32,9343
;;;;;;94560000,0000;38,4546;94560000,0000;40,2076
;;;;;;94600000,0000;41,2293;94600000,0000;41,4835
;;;;;;94640000,0000;40,8476;94640000,0000;41,1039
;;;;;;94680000,0000;39,0261;94680000,0000;36,7585
;;;;;;94720000,0000;33,3466;94720000,0000;28,7523
;;;;;;94760000,0000;23,5833;94760000,0000;22,2614
;;;;;;94800000,0000;19,1484;94800000,0000;18,2536
;;;;;;94840000,0000;18,6448;94840000,0000;16,7697
;;;;;;94880000,0000;15,5542;94880000,0000;16,9087
