RE102 limit (X);RE102 limit (Y);RE102 limit (Helicopter) (X);RE102 limit (Helicopter) (Y);RE102 limit (Large Aircraft) (X);RE102 limit (Large Aircraft) (Y);Trace 1  (X);Trace 1  (Y)
36592810,3228;34,0000;36592810,3228;24,0000;36592810,3228;44,0000;30880000,0000;34,2695
36924730,4074;34,0000;36924730,4074;24,0000;36924730,4074;44,0000;30920000,0000;33,1232
37259661,2185;34,0000;37259661,2185;24,0000;37259661,2185;44,0000;30960000,0000;31,6779
37597630,0653;34,0000;37597630,0653;24,0000;37597630,0653;44,0000;31000000,0000;33,1328
37938664,5046;34,0000;37938664,5046;24,0000;37938664,5046;44,0000;31040000,0000;34,6852
38282792,3435;34,0000;38282792,3435;24,0000;38282792,3435;44,0000;31080000,0000;34,0352
38630041,6409;34,0000;38630041,6409;24,0000;38630041,6409;44,0000;31120000,0000;32,7404
38980440,7104;34,0000;38980440,7104;24,0000;38980440,7104;44,0000;31160000,0000;31,8280
39334018,1226;34,0000;39334018,1226;24,0000;39334018,1226;44,0000;31200000,0000;32,7500
39690802,7071;34,0000;39690802,7071;24,0000;39690802,7071;44,0000;31240000,0000;33,9283
40050823,5548;34,0000;40050823,5548;24,0000;40050823,5548;44,0000;31280000,0000;32,2227
40414110,0208;34,0000;40414110,0208;24,0000;40414110,0208;44,0000;31320000,0000;35,2476
40780691,7264;34,0000;40780691,7264;24,0000;40780691,7264;44,0000;31360000,0000;34,1969
41150598,5613;34,0000;41150598,5613;24,0000;41150598,5613;44,0000;31400000,0000;32,9103
41523860,6868;34,0000;41523860,6868;24,0000;41523860,6868;44,0000;31440000,0000;33,0493
41900508,5373;34,0000;41900508,5373;24,0000;41900508,5373;44,0000;31480000,0000;31,8664
42280572,8236;34,0000;42280572,8236;24,0000;42280572,8236;44,0000;31520000,0000;32,6542
42664084,5350;34,0000;42664084,5350;24,0000;42664084,5350;44,0000;31560000,0000;32,5248
43051074,9417;34,0000;43051074,9417;24,0000;43051074,9417;44,0000;31600000,0000;32,9343
43441575,5977;34,0000;43441575,5977;24,0000;43441575,5977;44,0000;31640000,0000;32,0117
43835618,3433;34,0000;43835618,3433;24,0000;43835618,3433;44,0000;31680000,0000;32,2707
44233235,3075;34,0000;44233235,3075;24,0000;44233235,3075;44,0000;31720000,0000;30,6261
44634458,9106;34,0000;44634458,9106;24,0000;44634458,9106;44,0000;31760000,0000;28,0440
45039321,8672;34,0000;45039321,8672;24,0000;45039321,8672;44,0000;31800000,0000;29,3545
45447857,1886;34,0000;45447857,1886;24,0000;45447857,1886;44,0000;31840000,0000;30,7666
45860098,1855;34,0000;45860098,1855;24,0000;45860098,1855;44,0000;31880000,0000;30,7714
46276078,4706;34,0000;46276078,4706;24,0000;46276078,4706;44,0000;31920000,0000;33,5014
46695831,9617;34,0000;46695831,9617;24,0000;46695831,9617;44,0000;31960000,0000;30,9092
47119392,8841;34,0000;47119392,8841;24,0000;47119392,8841;44,0000;32000000,0000;29,6368
47546795,7738;34,0000;47546795,7738;24,0000;47546795,7738;44,0000;32040000,0000;29,5114
47978075,4798;34,0000;47978075,4798;24,0000;47978075,4798;44,0000;32080000,0000;28,0824
48413267,1673;34,0000;48413267,1673;24,0000;48413267,1673;44,0000;32120000,0000;27,8208
48852406,3204;34,0000;48852406,3204;24,0000;48852406,3204;44,0000;32160000,0000;29,1374
49295528,7452;34,0000;49295528,7452;24,0000;49295528,7452;44,0000;32200000,0000;29,4025
49742670,5725;34,0000;49742670,5725;24,0000;49742670,5725;44,0000;32240000,0000;29,6656
50193868,2608;34,0000;50193868,2608;24,0000;50193868,2608;44,0000;32280000,0000;29,0216
50649158,5993;34,0000;50649158,5993;24,0000;50649158,5993;44,0000;32320000,0000;28,8962
51108578,7111;34,0000;51108578,7111;24,0000;51108578,7111;44,0000;32360000,0000;29,5498
51572166,0558;34,0000;51572166,0558;24,0000;51572166,0558;44,0000;32400000,0000;30,7077
52039958,4327;34,0000;52039958,4327;24,0000;52039958,4327;44,0000;32440000,0000;27,4606
52511993,9844;34,0000;52511993,9844;24,0000;52511993,9844;44,0000;32480000,0000;27,3332
52988311,1990;34,0000;52988311,1990;24,0000;52988311,1990;44,0000;32520000,0000;28,7901
53468948,9140;34,0000;53468948,9140;24,0000;53468948,9140;44,0000;32560000,0000;29,4457
53953946,3190;34,0000;53953946,3190;24,0000;53953946,3190;44,0000;32600000,0000;27,6120
54443342,9592;34,0000;54443342,9592;24,0000;54443342,9592;44,0000;32640000,0000;27,6168
54937178,7385;34,0000;54937178,7385;24,0000;54937178,7385;44,0000;32680000,0000;28,5490
55435493,9227;34,0000;55435493,9227;24,0000;55435493,9227;44,0000;32720000,0000;27,0956
55938329,1428;34,0000;55938329,1428;24,0000;55938329,1428;44,0000;32760000,0000;26,9682
56445725,3985;34,0000;56445725,3985;24,0000;56445725,3985;44,0000;32800000,0000;27,5038
56957724,0612;34,0000;56957724,0612;24,0000;56957724,0612;44,0000;32840000,0000;27,1100
57474366,8778;34,0000;57474366,8778;24,0000;57474366,8778;44,0000;32880000,0000;27,9120
57995695,9736;34,0000;57995695,9736;24,0000;57995695,9736;44,0000;32920000,0000;28,0490
58521753,8561;34,0000;58521753,8561;24,0000;58521753,8561;44,0000;32960000,0000;29,2334
59052583,4186;34,0000;59052583,4186;24,0000;59052583,4186;44,0000;33000000,0000;29,4985
59588227,9431;34,0000;59588227,9431;24,0000;59588227,9431;44,0000;33040000,0000;31,6753
60128731,1044;34,0000;60128731,1044;24,0000;60128731,1044;44,0000;33080000,0000;31,9323
60674136,9735;34,0000;60674136,9735;24,0000;60674136,9735;44,0000;33120000,0000;30,6660
61224490,0211;34,0000;61224490,0211;24,0000;61224490,0211;44,0000;33160000,0000;31,3074
61779835,1211;34,0000;61779835,1211;24,0000;61779835,1211;44,0000;33200000,0000;29,2622
62340217,5547;34,0000;62340217,5547;24,0000;62340217,5547;44,0000;33240000,0000;29,3971
62905683,0138;34,0000;62905683,0138;24,0000;62905683,0138;44,0000;33280000,0000;29,9185
63476277,6045;34,0000;63476277,6045;24,0000;63476277,6045;44,0000;33320000,0000;29,6650
64052047,8514;34,0000;64052047,8514;24,0000;64052047,8514;44,0000;33360000,0000;29,6698
64633040,7010;34,0000;64633040,7010;24,0000;64633040,7010;44,0000;33400000,0000;29,2862
65219303,5255;34,0000;65219303,5255;24,0000;65219303,5255;44,0000;33440000,0000;29,8096
65810884,1272;34,0000;65810884,1272;24,0000;65810884,1272;44,0000;33480000,0000;29,5561
66407830,7414;34,0000;66407830,7414;24,0000;66407830,7414;44,0000;33520000,0000;30,4618
67010192,0415;34,0000;67010192,0415;24,0000;67010192,0415;44,0000;33560000,0000;30,3365
67618017,1420;34,0000;67618017,1420;24,0000;67618017,1420;44,0000;33600000,0000;30,5975
68231355,6032;34,0000;68231355,6032;24,0000;68231355,6032;44,0000;33640000,0000;30,4762
68850257,4346;34,0000;68850257,4346;24,0000;68850257,4346;44,0000;33680000,0000;32,1304
69474773,0997;34,0000;69474773,0997;24,0000;69474773,0997;44,0000;33720000,0000;31,2485
70104953,5193;34,0000;70104953,5193;24,0000;70104953,5193;44,0000;33760000,0000;31,7617
70740850,0766;34,0000;70740850,0766;24,0000;70740850,0766;44,0000;33800000,0000;31,0018
71382514,6205;34,0000;71382514,6205;24,0000;71382514,6205;44,0000;33840000,0000;31,8974
72029999,4702;34,0000;72029999,4702;24,0000;72029999,4702;44,0000;33880000,0000;30,1186
72683357,4197;34,0000;72683357,4197;24,0000;72683357,4197;44,0000;33920000,0000;31,0162
73342641,7418;34,0000;73342641,7418;24,0000;73342641,7418;44,0000;33960000,0000;30,0001
74007906,1924;34,0000;74007906,1924;24,0000;74007906,1924;44,0000;34000000,0000;32,6813
74679205,0150;34,0000;74679205,0150;24,0000;74679205,0150;44,0000;34040000,0000;30,6503
75356592,9453;34,0000;75356592,9453;24,0000;75356592,9453;44,0000;34080000,0000;31,6720
76040125,2153;34,0000;76040125,2153;24,0000;76040125,2153;44,0000;34120000,0000;32,1832
76729857,5582;34,0000;76729857,5582;24,0000;76729857,5582;44,0000;34160000,0000;30,7908
77425846,2125;34,0000;77425846,2125;24,0000;77425846,2125;44,0000;34200000,0000;31,5603
78128147,9270;34,0000;78128147,9270;24,0000;78128147,9270;44,0000;34240000,0000;30,4181
78836819,9651;34,0000;78836819,9651;24,0000;78836819,9651;44,0000;34280000,0000;31,1876
79551920,1098;34,0000;79551920,1098;24,0000;79551920,1098;44,0000;34320000,0000;31,0642
80273506,6680;34,0000;80273506,6680;24,0000;80273506,6680;44,0000;34360000,0000;29,7898
81001638,4756;34,0000;81001638,4756;24,0000;81001638,4756;44,0000;34400000,0000;29,7946
81736374,9022;34,0000;81736374,9022;24,0000;81736374,9022;44,0000;34440000,0000;30,6983
82477775,8560;34,0000;82477775,8560;24,0000;82477775,8560;44,0000;34480000,0000;29,6761
83225901,7884;34,0000;83225901,7884;24,0000;83225901,7884;44,0000;34520000,0000;29,2904
83980813,6993;34,0000;83980813,6993;24,0000;83980813,6993;44,0000;34560000,0000;28,6444
84742573,1418;34,0000;84742573,1418;24,0000;84742573,1418;44,0000;34600000,0000;28,3848
85511242,2273;34,0000;85511242,2273;24,0000;85511242,2273;44,0000;34640000,0000;29,9536
86286883,6308;34,0000;86286883,6308;24,0000;86286883,6308;44,0000;34680000,0000;30,4709
87069560,5956;34,0000;87069560,5956;24,0000;87069560,5956;44,0000;34720000,0000;28,0006
87859336,9388;34,0000;87859336,9388;24,0000;87859336,9388;44,0000;34760000,0000;28,0054
88656277,0561;34,0000;88656277,0561;24,0000;88656277,0561;44,0000;34800000,0000;28,1424
89460445,9276;34,0000;89460445,9276;24,0000;89460445,9276;44,0000;34840000,0000;28,6780
90271909,1227;34,0000;90271909,1227;24,0000;90271909,1227;44,0000;34880000,0000;29,2034
91090732,8056;34,0000;91090732,8056;24,0000;91090732,8056;44,0000;34920000,0000;28,9479
91916983,7406;34,0000;91916983,7406;24,0000;91916983,7406;44,0000;34960000,0000;27,0979
92750729,2975;34,0000;92750729,2975;24,0000;92750729,2975;44,0000;35000000,0000;29,4782
93592037,4574;34,0000;93592037,4574;24,0000;93592037,4574;44,0000;35040000,0000;28,5654
94440976,8179;34,0000;94440976,8179;24,0000;94440976,8179;44,0000;35080000,0000;27,9006
95297616,5988;34,0000;95297616,5988;24,0000;95297616,5988;44,0000;35120000,0000;28,1672
96162026,6478;34,0000;96162026,6478;24,0000;96162026,6478;44,0000;35160000,0000;29,2187
97034277,4463;34,0000;97034277,4463;24,0000;97034277,4463;44,0000;35200000,0000;26,7070
97914440,1148;34,0000;97914440,1148;24,0000;97914440,1148;44,0000;35240000,0000;28,9582
98802586,4190;34,0000;98802586,4190;24,0000;98802586,4190;44,0000;35280000,0000;26,3202
99698788,7756;34,0000;99698788,7756;24,0000;99698788,7756;44,0000;35320000,0000;28,2988
100603120,2581;34,0521;100603120,2581;24,0521;100603120,2581;44,0521;35360000,0000;26,9703
101515654,6028;34,1304;101515654,6028;24,1304;101515654,6028;44,1304;35400000,0000;29,3473
102436466,2150;34,2086;102436466,2150;24,2086;102436466,2150;44,2086;35440000,0000;30,2517
103365630,1747;34,2869;103365630,1747;24,2869;103365630,1747;44,2869;35480000,0000;31,2720
104303222,2430;34,3651;104303222,2430;24,3651;104303222,2430;44,3651;35520000,0000;29,9941
105249318,8682;34,4433;105249318,8682;24,4433;105249318,8682;44,4433;35560000,0000;30,5057
106203997,1921;34,5216;106203997,1921;24,5216;106203997,1921;44,5216;35600000,0000;30,8872
107167335,0561;34,5998;107167335,0561;24,5998;107167335,0561;44,5998;35640000,0000;28,9521
108139411,0079;34,6781;108139411,0079;24,6781;108139411,0079;44,6781;35680000,0000;25,7966
109120304,3073;34,7563;109120304,3073;24,7563;109120304,3073;44,7563;35720000,0000;27,0950
110110094,9334;34,8346;110110094,9334;24,8346;110110094,9334;44,8346;35760000,0000;28,5560
111108863,5906;34,9128;111108863,5906;24,9128;111108863,5906;44,9128;35800000,0000;26,6959
112116691,7153;34,9911;112116691,7153;24,9911;112116691,7153;44,9911;35840000,0000;26,3080
113133661,4827;35,0693;113133661,4827;25,0693;113133661,4827;45,0693;35880000,0000;27,0895
114159855,8133;35,1476;114159855,8133;25,1476;114159855,8133;45,1476;35920000,0000;26,8236
115195358,3798;35,2258;115195358,3798;25,2258;115195358,3798;45,2258;35960000,0000;29,0712
116240253,6137;35,3041;116240253,6137;25,3041;116240253,6137;45,3041;36000000,0000;31,1276
117294626,7126;35,3823;117294626,7126;25,3823;117294626,7126;45,3823;36040000,0000;33,5928
118358563,6467;35,4606;118358563,6467;25,4606;118358563,6467;45,4606;36080000,0000;33,5909
119432151,1660;35,5388;119432151,1660;25,5388;119432151,1660;45,5388;36120000,0000;30,2292
120515476,8077;35,6171;120515476,8077;25,6171;120515476,8077;45,6171;36160000,0000;27,4755
121608628,9025;35,6953;121608628,9025;25,6953;121608628,9025;45,6953;36200000,0000;24,7359
122711696,5828;35,7736;122711696,5828;25,7736;122711696,5828;45,7736;36240000,0000;24,8639
123824769,7891;35,8518;123824769,7891;25,8518;123824769,7891;45,8518;36280000,0000;25,2521
124947939,2780;35,9301;124947939,2780;25,9301;124947939,2780;45,9301;36320000,0000;26,6737
126081296,6292;36,0083;126081296,6292;26,0083;126081296,6292;46,0083;36360000,0000;25,3775
127224934,2530;36,0866;127224934,2530;26,0866;127224934,2530;46,0866;36400000,0000;24,4619
128378945,3982;36,1648;128378945,3982;26,1648;128378945,3982;46,1648;36440000,0000;24,5915
129543424,1590;36,2431;129543424,1590;26,2431;129543424,1590;46,2431;36480000,0000;24,5889
130718465,4835;36,3213;130718465,4835;26,3213;130718465,4835;46,3213;36520000,0000;25,3671
131904165,1809;36,3995;131904165,1809;26,3995;131904165,1809;46,3995;36560000,0000;24,1888
133100619,9294;36,4778;133100619,9294;26,4778;133100619,9294;46,4778;36600000,0000;23,2810
134307927,2840;36,5560;134307927,2840;26,5560;134307927,2840;46,5560;36640000,0000;23,9207
135526185,6850;36,6343;135526185,6850;26,6343;135526185,6850;46,6343;36680000,0000;23,2751
136755494,4652;36,7125;136755494,4652;26,7125;136755494,4652;46,7125;36720000,0000;23,7825
137995953,8586;36,7908;137995953,8586;26,7908;137995953,8586;46,7908;36760000,0000;23,6492
139247665,0084;36,8690;139247665,0084;26,8690;139247665,0084;46,8690;36800000,0000;23,1397
140510729,9751;36,9473;140510729,9751;26,9473;140510729,9751;46,9473;36840000,0000;24,0353
141785251,7452;37,0255;141785251,7452;27,0255;141785251,7452;47,0255;36880000,0000;22,8809
143071334,2391;37,1038;143071334,2391;27,1038;143071334,2391;47,1038;36920000,0000;24,0287
144369082,3199;37,1820;144369082,3199;27,1820;144369082,3199;47,1820;36960000,0000;23,1263
145678601,8020;37,2603;145678601,8020;27,2603;145678601,8020;47,2603;37000000,0000;24,2861
146999999,4594;37,3385;146999999,4594;27,3385;146999999,4594;47,3385;37040000,0000;22,8670
148333383,0348;37,4168;148333383,0348;27,4168;148333383,0348;47,4168;37080000,0000;22,7410
149678861,2480;37,4950;149678861,2480;27,4950;149678861,2480;47,4950;37120000,0000;22,3370
151036543,8051;37,5733;151036543,8051;27,5733;151036543,8051;47,5733;37160000,0000;23,7447
152406541,4074;37,6515;152406541,4074;27,6515;152406541,4074;47,6515;37200000,0000;22,8521
153788965,7600;37,7298;153788965,7600;27,7298;153788965,7600;47,7298;37240000,0000;22,9744
155183929,5816;37,8080;155183929,5816;27,8080;155183929,5816;47,8080;37280000,0000;23,6029
156591546,6131;37,8863;156591546,6131;27,8863;156591546,6131;47,8863;37320000,0000;24,2558
158011931,6271;37,9645;158011931,6271;27,9645;158011931,6271;47,9645;37360000,0000;22,0431
159445200,4374;38,0428;159445200,4374;28,0428;159445200,4374;48,0428;37400000,0000;22,4437
160891469,9083;38,1210;160891469,9083;28,1210;160891469,9083;48,1210;37440000,0000;22,7019
162350857,9639;38,1993;162350857,9639;28,1993;162350857,9639;48,1993;37480000,0000;28,1664
163823483,5983;38,2775;163823483,5983;28,2775;163823483,5983;48,2775;37520000,0000;25,9250
165309466,8846;38,3557;165309466,8846;28,3557;165309466,8846;48,3557;37560000,0000;26,5653
166808928,9854;38,4340;166808928,9854;28,4340;166808928,9854;48,4340;37600000,0000;25,6579
168321992,1619;38,5122;168321992,1619;28,5122;168321992,1619;48,5122;37640000,0000;24,3563
169848779,7847;38,5905;169848779,7847;28,5905;169848779,7847;48,5905;37680000,0000;23,5603
171389416,3431;38,6687;171389416,3431;28,6687;171389416,3431;48,6687;37720000,0000;23,6859
172944027,4560;38,7470;172944027,4560;28,7470;172944027,4560;48,7470;37760000,0000;24,6005
174512739,8812;38,8252;174512739,8812;28,8252;174512739,8812;48,8252;37800000,0000;25,5049
176095681,5268;38,9035;176095681,5268;28,9035;176095681,5268;48,9035;37840000,0000;23,8040
177692981,4609;38,9817;177692981,4609;28,9817;177692981,4609;48,9817;37880000,0000;25,4953
179304769,9222;39,0600;179304769,9222;29,0600;179304769,9222;49,0600;37920000,0000;24,1889
180931178,3309;39,1382;180931178,3309;29,1382;180931178,3309;49,1382;37960000,0000;25,2273
182572339,2992;39,2165;182572339,2992;29,2165;182572339,2992;49,2165;38000000,0000;24,0468
184228386,6423;39,2947;184228386,6423;29,2947;184228386,6423;49,2947;38040000,0000;25,6058
185899455,3890;39,3730;185899455,3890;29,3730;185899455,3890;49,3730;38080000,0000;24,5615
187585681,7931;39,4512;187585681,7931;29,4512;187585681,7931;49,4512;38120000,0000;25,6007
189287203,3441;39,5295;189287203,3441;29,5295;189287203,3441;49,5295;38160000,0000;25,5905
191004158,7787;39,6077;191004158,7787;29,6077;191004158,7787;49,6077;38200000,0000;24,2836
192736688,0922;39,6860;192736688,0922;29,6860;192736688,0922;49,6860;38240000,0000;25,4498
194484932,5494;39,7642;194484932,5494;29,7642;194484932,5494;49,7642;38280000,0000;25,0560
196249034,6969;39,8425;196249034,6969;29,8425;196249034,6969;49,8425;38320000,0000;25,6994
198029138,3738;39,9207;198029138,3738;29,9207;198029138,3738;49,9207;38360000,0000;23,8677
199825388,7243;39,9990;199825388,7243;29,9990;199825388,7243;49,9990;38400000,0000;21,6496
201637932,2089;40,0772;201637932,2089;30,0772;201637932,2089;50,0772;38440000,0000;22,8317
203466916,6169;40,1555;203466916,6169;30,1555;203466916,6169;50,1555;38480000,0000;21,5022
205312491,0777;40,2337;205312491,0777;30,2337;205312491,0777;50,2337;38520000,0000;20,8194
207174806,0738;40,3119;207174806,0738;30,3119;207174806,0738;50,3119;38560000,0000;20,8194
209054013,4525;40,3902;209054013,4525;30,3902;209054013,4525;50,3902;38600000,0000;21,6215
210950266,4384;40,4684;210950266,4384;30,4684;210950266,4384;50,4684;38640000,0000;20,5318
212863719,6460;40,5467;212863719,6460;30,5467;212863719,6460;50,5467;38680000,0000;19,9850
214794529,0924;40,6249;214794529,0924;30,6249;214794529,0924;50,6249;38720000,0000;21,7383
216742852,2095;40,7032;216742852,2095;30,7032;216742852,2095;50,7032;38760000,0000;22,5337
218708847,8577;40,7814;218708847,8577;30,7814;218708847,8577;50,7814;38800000,0000;21,5923
220692676,3379;40,8597;220692676,3379;30,8597;220692676,3379;50,8597;38840000,0000;20,7728
222694499,4053;40,9379;222694499,4053;30,9379;222694499,4053;50,9379;38880000,0000;25,1007
224714480,2824;41,0162;224714480,2824;31,0162;224714480,2824;51,0162;38920000,0000;24,1875
226752783,6719;41,0944;226752783,6719;31,0944;226752783,6719;51,0944;38960000,0000;27,3093
228809575,7707;41,1727;228809575,7707;31,1727;228809575,7707;51,1727;39000000,0000;27,1689
230885024,2832;41,2509;230885024,2832;31,2509;230885024,2832;51,2509;39040000,0000;30,1706
232979298,4350;41,3292;232979298,4350;31,3292;232979298,4350;51,3292;39080000,0000;25,9749
235092568,9865;41,4074;235092568,9865;31,4074;235092568,9865;51,4074;39120000,0000;25,7103
237225008,2473;41,4857;237225008,2473;31,4857;237225008,2473;51,4857;39160000,0000;23,3570
239376790,0896;41,5639;239376790,0896;31,5639;239376790,0896;51,5639;39200000,0000;20,8532
241548089,9631;41,6422;241548089,9631;31,6422;241548089,9631;51,6422;39240000,0000;20,9810
243739084,9087;41,7204;243739084,9087;31,7204;243739084,9087;51,7204;39280000,0000;18,9371
245949953,5732;41,7987;245949953,5732;31,7987;245949953,5732;51,7987;39320000,0000;20,2928
248180876,2240;41,8769;248180876,2240;31,8769;248180876,2240;51,8769;39360000,0000;18,4966
250432034,7634;41,9552;250432034,7634;31,9552;250432034,7634;51,9552;39400000,0000;18,0812
252703612,7439;42,0334;252703612,7439;32,0334;252703612,7439;52,0334;39440000,0000;17,9404
254995795,3827;42,1117;254995795,3827;32,1117;254995795,3827;52,1117;39480000,0000;18,0679
257308769,5773;42,1899;257308769,5773;32,1899;257308769,5773;52,1899;39520000,0000;19,0293
259642723,9202;42,2681;259642723,9202;32,2681;259642723,9202;52,2681;39560000,0000;17,5196
261997848,7149;42,3464;261997848,7149;32,3464;261997848,7149;52,3464;39600000,0000;20,1099
264374335,9906;42,4246;264374335,9906;32,4246;264374335,9906;52,4246;39640000,0000;19,9736
266772379,5189;42,5029;266772379,5189;32,5029;266772379,5189;52,5029;39680000,0000;20,2325
269192174,8286;42,5811;269192174,8286;32,5811;269192174,8286;52,5811;39720000,0000;19,2758
271633919,2221;42,6594;271633919,2221;32,6594;271633919,2221;52,6594;39760000,0000;18,8499
274097811,7918;42,7376;274097811,7918;32,7376;274097811,7918;52,7376;39800000,0000;20,4801
276584053,4355;42,8159;276584053,4355;32,8159;276584053,4355;52,8159;39840000,0000;20,6093
279092846,8737;42,8941;279092846,8737;32,8941;279092846,8737;52,8941;39880000,0000;17,9990
281624396,6655;42,9724;281624396,6655;32,9724;281624396,6655;52,9724;39920000,0000;19,7908
284178909,2255;43,0506;284178909,2255;33,0506;284178909,2255;53,0506;39960000,0000;18,9529
286756592,8406;43,1289;286756592,8406;33,1289;286756592,8406;53,1289;40000000,0000;19,9036
289357657,6870;43,2071;289357657,6870;33,2071;289357657,6870;53,2071;40040000,0000;21,6524
291982315,8474;43,2854;291982315,8474;33,2854;291982315,8474;53,2854;40080000,0000;19,0652
294630781,3283;43,3636;294630781,3283;33,3636;294630781,3283;53,3636;40120000,0000;18,3552
297303270,0770;43,4419;297303270,0770;33,4419;297303270,0770;53,4419;40160000,0000;17,4012
300000000,0000;43,5201;300000000,0000;33,5201;300000000,0000;53,5201;40200000,0000;18,8937
;;;;;;40240000,0000;20,2479
;;;;;;40280000,0000;20,5080
;;;;;;40320000,0000;18,7242
;;;;;;40360000,0000;20,0825
;;;;;;40400000,0000;18,2824
;;;;;;40440000,0000;20,1959
;;;;;;40480000,0000;27,5416
;;;;;;40520000,0000;25,5544
;;;;;;40560000,0000;25,1576
;;;;;;40600000,0000;24,8869
;;;;;;40640000,0000;21,0917
;;;;;;40680000,0000;20,6745
;;;;;;40720000,0000;22,2687
;;;;;;40760000,0000;22,3844
;;;;;;40800000,0000;23,9258
;;;;;;40840000,0000;21,1759
;;;;;;40880000,0000;20,3520
;;;;;;40920000,0000;20,7484
;;;;;;40960000,0000;18,6961
;;;;;;41000000,0000;20,5913
;;;;;;41040000,0000;18,9559
;;;;;;41080000,0000;21,3820
;;;;;;41120000,0000;22,1647
;;;;;;41160000,0000;20,8222
;;;;;;41200000,0000;20,9461
;;;;;;41240000,0000;19,8537
;;;;;;41280000,0000;20,2480
;;;;;;41320000,0000;20,5081
;;;;;;41360000,0000;20,7702
;;;;;;41400000,0000;21,9658
;;;;;;41440000,0000;20,8837
;;;;;;41480000,0000;20,4665
;;;;;;41520000,0000;20,8629
;;;;;;41560000,0000;19,4980
;;;;;;41600000,0000;21,6515
;;;;;;41640000,0000;19,7497
;;;;;;41680000,0000;19,8735
;;;;;;41720000,0000;20,8109
;;;;;;41760000,0000;20,1232
;;;;;;41800000,0000;20,9263
;;;;;;41840000,0000;20,3729
;;;;;;41880000,0000;21,7129
;;;;;;41920000,0000;22,0828
;;;;;;41960000,0000;22,7049
;;;;;;42000000,0000;24,9133
;;;;;;42040000,0000;27,9271
;;;;;;42080000,0000;27,9167
;;;;;;42120000,0000;23,9731
;;;;;;42160000,0000;22,9153
;;;;;;42200000,0000;20,4156
;;;;;;42240000,0000;21,2146
;;;;;;42280000,0000;20,9357
;;;;;;42320000,0000;20,9253
;;;;;;42360000,0000;20,7807
;;;;;;42400000,0000;21,9580
;;;;;;42440000,0000;23,3672
;;;;;;42480000,0000;25,8258
;;;;;;42520000,0000;24,6480
;;;;;;42560000,0000;26,7344
;;;;;;42600000,0000;25,6624
;;;;;;42640000,0000;23,3152
;;;;;;42680000,0000;22,5177
;;;;;;42720000,0000;21,4945
;;;;;;42760000,0000;20,5405
;;;;;;42800000,0000;22,3604
;;;;;;42840000,0000;20,5197
;;;;;;42880000,0000;20,9140
;;;;;;42920000,0000;20,4989
;;;;;;42960000,0000;23,4943
;;;;;;43000000,0000;24,1347
;;;;;;43040000,0000;23,7339
;;;;;;43080000,0000;22,1615
;;;;;;43120000,0000;22,1511
;;;;;;43160000,0000;23,0498
;;;;;;43200000,0000;24,3410
;;;;;;43240000,0000;22,2460
;;;;;;43280000,0000;23,9318
;;;;;;43320000,0000;21,4666
;;;;;;43360000,0000;22,6033
;;;;;;43400000,0000;23,5101
;;;;;;43440000,0000;23,1072
;;;;;;43480000,0000;25,0431
;;;;;;43520000,0000;24,1277
