RE102 limit (X);RE102 limit (Y);RE102 limit (Helicopter) (X);RE102 limit (Helicopter) (Y);RE102 limit (Large Aircraft) (X);RE102 limit (Large Aircraft) (Y);Trace 1  (X);Trace 1  (Y)
465391244,8466;47,3251;465391244,8466;37,3251;465391244,8466;57,3251;303720000,0000;17,9177
467593767,3856;47,3661;467593767,3856;37,3661;467593767,3856;57,3661;303760000,0000;17,5312
469806713,6391;47,4070;469806713,6391;37,4070;469806713,6391;57,4070;303800000,0000;18,8204
472030132,9389;47,4479;472030132,9389;37,4479;472030132,9389;57,4479;303840000,0000;17,4047
474264074,8499;47,4888;474264074,8499;37,4888;474264074,8499;57,4888;303880000,0000;17,5367
476508589,1716;47,5297;476508589,1716;37,5297;476508589,1716;57,5297;303920000,0000;18,5697
478763725,9394;47,5706;478763725,9394;37,5706;478763725,9394;57,5706;303960000,0000;17,7987
481029535,4252;47,6115;481029535,4252;37,6115;481029535,4252;57,6115;304000000,0000;17,8006
483306068,1392;47,6525;483306068,1392;37,6525;483306068,1392;57,6525;304040000,0000;17,5441
485593374,8302;47,6934;485593374,8302;37,6934;485593374,8302;57,6934;304080000,0000;17,6741
487891506,4875;47,7343;487891506,4875;37,7343;487891506,4875;57,7343;304120000,0000;18,5790
490200514,3417;47,7752;490200514,3417;37,7752;490200514,3417;57,7752;304160000,0000;17,1592
492520449,8656;47,8161;492520449,8656;37,8161;492520449,8656;57,8161;304200000,0000;17,0309
494851364,7759;47,8570;494851364,7759;37,8570;494851364,7759;57,8570;304240000,0000;16,5203
497193311,0338;47,8979;497193311,0338;37,8979;497193311,0338;57,8979;304280000,0000;18,2000
499546340,8466;47,9389;499546340,8466;37,9389;499546340,8466;57,9389;304320000,0000;18,5882
501910506,6687;47,9798;501910506,6687;37,9798;501910506,6687;57,9798;304360000,0000;18,4599
504285861,2026;48,0207;504285861,2026;38,0207;504285861,2026;58,0207;304400000,0000;17,9492
506672457,4002;48,0616;506672457,4002;38,0616;506672457,4002;58,0616;304440000,0000;18,9842
509070348,4642;48,1025;509070348,4642;38,1025;509070348,4642;58,1025;304480000,0000;18,0811
511479587,8490;48,1434;511479587,8490;38,1434;511479587,8490;58,1434;304520000,0000;17,4362
513900229,2618;48,1843;513900229,2618;38,1843;513900229,2618;58,1843;304560000,0000;18,7274
516332326,6643;48,2253;516332326,6643;38,2253;516332326,6643;58,2253;304600000,0000;17,4399
518775934,2733;48,2662;518775934,2733;38,2662;518775934,2733;58,2662;304640000,0000;17,9603
521231106,5623;48,3071;521231106,5623;38,3071;521231106,5623;58,3071;304680000,0000;18,3465
523697898,2626;48,3480;523697898,2626;38,3480;523697898,2626;58,3480;304720000,0000;18,0921
526176364,3646;48,3889;526176364,3646;38,3889;526176364,3646;58,3889;304760000,0000;17,7055
528666560,1189;48,4298;528666560,1189;38,4298;528666560,1189;58,4298;304800000,0000;17,3189
531168541,0374;48,4707;531168541,0374;38,4707;531168541,0374;58,4707;304840000,0000;17,8394
533682362,8949;48,5117;533682362,8949;38,5117;533682362,8949;58,5117;304880000,0000;17,1924
536208081,7303;48,5526;536208081,7303;38,5526;536208081,7303;58,5526;304920000,0000;17,7129
538745753,8473;48,5935;538745753,8473;38,5935;538745753,8473;58,5935;304960000,0000;17,3263
541295435,8165;48,6344;541295435,8165;38,6344;541295435,8165;58,6344;305000000,0000;17,5884
543857184,4760;48,6753;543857184,4760;38,6753;543857184,4760;58,6753;305040000,0000;18,8776
546431056,9329;48,7162;546431056,9329;38,7162;546431056,9329;58,7162;305080000,0000;17,3318
549017110,5645;48,7571;549017110,5645;38,7571;549017110,5645;58,7571;305120000,0000;17,3336
551615403,0199;48,7981;551615403,0199;38,7981;551615403,0199;58,7981;305160000,0000;17,9842
554225992,2208;48,8390;554225992,2208;38,8390;554225992,2208;58,8390;305200000,0000;18,8850
556848936,3630;48,8799;556848936,3630;38,8799;556848936,3630;58,8799;305240000,0000;18,1160
559484293,9180;48,9208;559484293,9180;38,9208;559484293,9180;58,9208;305280000,0000;18,2460
562132123,6337;48,9617;562132123,6337;38,9617;562132123,6337;58,9617;305320000,0000;18,5040
564792484,5363;49,0026;564792484,5363;39,0026;564792484,5363;59,0026;305360000,0000;17,7330
567465435,9310;49,0435;567465435,9310;39,0435;567465435,9310;59,0435;305400000,0000;16,8278
570151037,4041;49,0845;570151037,4041;39,0845;570151037,4041;59,0845;305440000,0000;18,1252
572849348,8235;49,1254;572849348,8235;39,1254;572849348,8235;59,1254;305480000,0000;17,6104
575560430,3408;49,1663;575560430,3408;39,1663;575560430,3408;59,1663;305520000,0000;17,7404
578284342,3920;49,2072;578284342,3920;39,2072;578284342,3920;59,2072;305560000,0000;18,9014
581021145,6992;49,2481;581021145,6992;39,2481;581021145,6992;59,2481;305600000,0000;17,0952
583770901,2719;49,2890;583770901,2719;39,2890;583770901,2719;59,2890;305640000,0000;17,3574
586533670,4083;49,3299;586533670,4083;39,3299;586533670,4083;59,3299;305680000,0000;18,3923
589309514,6968;49,3709;589309514,6968;39,3709;589309514,6968;59,3709;305720000,0000;18,1379
592098496,0172;49,4118;592098496,0172;39,4118;592098496,0172;59,4118;305760000,0000;19,0448
594900676,5420;49,4527;594900676,5420;39,4527;594900676,5420;59,4527;305800000,0000;17,8833
597716118,7383;49,4936;597716118,7383;39,4936;597716118,7383;59,4936;305840000,0000;17,7549
600544885,3685;49,5345;600544885,3685;39,5345;600544885,3685;59,5345;305880000,0000;19,3166
603387039,4922;49,5754;603387039,4922;39,5754;603387039,4922;59,5754;305920000,0000;18,1470
606242644,4674;49,6163;606242644,4674;39,6163;606242644,4674;59,6163;305960000,0000;18,0207
609111763,9519;49,6572;609111763,9519;39,6572;609111763,9519;59,6572;306000000,0000;17,1134
611994461,9048;49,6982;611994461,9048;39,6982;611994461,9048;59,6982;306040000,0000;18,4087
614890802,5880;49,7391;614890802,5880;39,7391;614890802,5880;59,7391;306080000,0000;17,1171
617800850,5674;49,7800;617800850,5674;39,7800;617800850,5674;59,7800;306120000,0000;17,7677
620724670,7145;49,8209;620724670,7145;39,8209;620724670,7145;59,8209;306160000,0000;18,1579
623662328,2078;49,8618;623662328,2078;39,8618;623662328,2078;59,8618;306200000,0000;18,9305
626613888,5342;49,9027;626613888,5342;39,9027;626613888,5342;59,9027;306240000,0000;17,9033
629579417,4907;49,9436;629579417,4907;39,9436;629579417,4907;59,9436;306280000,0000;19,7354
632558981,1857;49,9846;632558981,1857;39,9846;632558981,1857;59,9846;306320000,0000;17,5184
635552646,0401;50,0255;635552646,0401;40,0255;635552646,0401;60,0255;306360000,0000;18,5514
638560478,7896;50,0664;638560478,7896;40,0664;638560478,7896;60,0664;306400000,0000;18,2969
641582546,4856;50,1073;641582546,4856;40,1073;641582546,4856;60,1073;306440000,0000;17,6540
644618916,4965;50,1482;644618916,4965;40,1482;644618916,4965;60,1482;306480000,0000;17,3955
647669656,5101;50,1891;647669656,5101;40,1891;647669656,5101;60,1891;306520000,0000;18,9450
650734834,5341;50,2300;650734834,5341;40,2300;650734834,5341;60,2300;306560000,0000;16,7524
653814518,8982;50,2710;653814518,8982;40,2710;653814518,8982;60,2710;306600000,0000;17,9195
656908778,2554;50,3119;656908778,2554;40,3119;656908778,2554;60,3119;306640000,0000;18,1796
660017681,5839;50,3528;660017681,5839;40,3528;660017681,5839;60,3528;306680000,0000;17,4045
663141298,1880;50,3937;663141298,1880;40,3937;663141298,1880;60,3937;306720000,0000;18,3113
666279697,7001;50,4346;666279697,7001;40,4346;666279697,7001;60,4346;306760000,0000;19,0900
669432950,0822;50,4755;669432950,0822;40,4755;669432950,0822;60,4755;306800000,0000;18,8295
672601125,6274;50,5164;672601125,6274;40,5164;672601125,6274;60,5164;306840000,0000;18,7032
675784294,9614;50,5574;675784294,9614;40,5574;675784294,9614;60,5574;306880000,0000;18,7050
678982529,0442;50,5983;678982529,0442;40,5983;678982529,0442;60,5983;306920000,0000;19,0972
682195899,1716;50,6392;682195899,1716;40,6392;682195899,1716;60,6392;306960000,0000;17,0266
685424476,9770;50,6801;685424476,9770;40,6801;685424476,9770;60,6801;307000000,0000;17,0284
688668334,4324;50,7210;688668334,4324;40,7210;688668334,4324;60,7210;307040000,0000;18,1976
691927543,8508;50,7619;691927543,8508;40,7619;691927543,8508;60,7619;307080000,0000;19,3708
695202177,8872;50,8028;695202177,8872;40,8028;695202177,8872;60,8028;307120000,0000;17,1640
698492309,5407;50,8438;698492309,5407;40,8438;698492309,5407;60,8438;307160000,0000;18,4592
701798012,1556;50,8847;701798012,1556;40,8847;701798012,1556;60,8847;307200000,0000;18,0767
705119359,4235;50,9256;705119359,4235;40,9256;705119359,4235;60,9256;307240000,0000;18,3347
708456425,3846;50,9665;708456425,3846;40,9665;708456425,3846;60,9665;307280000,0000;18,0802
711809284,4296;51,0074;711809284,4296;41,0074;711809284,4296;61,0074;307320000,0000;19,5158
715178011,3014;51,0483;715178011,3014;41,0483;715178011,3014;61,0483;307360000,0000;18,8546
718562681,0963;51,0892;718562681,0963;41,0892;718562681,0963;61,0892;307400000,0000;17,5670
721963369,2663;51,1302;721963369,2663;41,1302;721963369,2663;61,1302;307440000,0000;17,9572
725380151,6203;51,1711;725380151,6203;41,1711;725380151,6203;61,1711;307480000,0000;17,4404
728813104,3261;51,2120;728813104,3261;41,2120;728813104,3261;61,2120;307520000,0000;17,9608
732262303,9118;51,2529;732262303,9118;41,2529;732262303,9118;61,2529;307560000,0000;18,7354
735727827,2680;51,2938;735727827,2680;41,2938;735727827,2680;61,2938;307600000,0000;18,4789
739209751,6489;51,3347;739209751,6489;41,3347;739209751,6489;61,3347;307640000,0000;18,0963
742708154,6744;51,3756;742708154,6744;41,3756;742708154,6744;61,3756;307680000,0000;17,7096
746223114,3318;51,4166;746223114,3318;41,4166;746223114,3318;61,4166;307720000,0000;17,7114
749754708,9774;51,4575;749754708,9774;41,4575;749754708,9774;61,4575;307760000,0000;18,4860
753303017,3383;51,4984;753303017,3383;41,4984;753303017,3383;61,4984;307800000,0000;18,1034
756868118,5144;51,5393;756868118,5144;41,5393;756868118,5144;61,5393;307840000,0000;17,9751
760450091,9797;51,5802;760450091,9797;41,5802;760450091,9797;61,5802;307880000,0000;17,5884
764049017,5845;51,6211;764049017,5845;41,6211;764049017,5845;61,6211;307920000,0000;20,0774
767664975,5569;51,6620;767664975,5569;41,6620;767664975,5569;61,6620;307960000,0000;16,8150
771298046,5047;51,7030;771298046,5047;41,7030;771298046,5047;61,7030;308000000,0000;18,6248
774948311,4173;51,7439;774948311,4173;41,7439;774948311,4173;61,7439;308040000,0000;19,2794
778615851,6672;51,7848;778615851,6672;41,7848;778615851,6672;61,7848;308080000,0000;18,6284
782300749,0121;51,8257;782300749,0121;41,8257;782300749,0121;61,8257;308120000,0000;19,0165
786003085,5966;51,8666;786003085,5966;41,8666;786003085,5966;61,8666;308160000,0000;17,6008
789722943,9542;51,9075;789722943,9542;41,9075;789722943,9542;61,9075;308200000,0000;19,2865
793460407,0089;51,9484;793460407,0089;41,9484;793460407,0089;61,9484;308240000,0000;17,3440
797215558,0771;51,9894;797215558,0771;41,9894;797215558,0771;61,9894;308280000,0000;19,2900
800988480,8695;52,0303;800988480,8695;42,0303;800988480,8695;62,0303;308320000,0000;17,4777
804779259,4930;52,0712;804779259,4930;42,0712;804779259,4930;62,0712;308360000,0000;18,5126
808587978,4527;52,1121;808587978,4527;42,1121;808587978,4527;62,1121;308400000,0000;19,0289
812414722,6533;52,1530;812414722,6533;42,1530;812414722,6533;62,1530;308440000,0000;19,6998
816259577,4017;52,1939;816259577,4017;42,1939;816259577,4017;62,1939;308480000,0000;17,6149
820122628,4083;52,2348;820122628,4083;42,2348;820122628,4083;62,2348;308520000,0000;18,9061
824003961,7891;52,2758;824003961,7891;42,2758;824003961,7891;62,2758;308560000,0000;18,2652
827903664,0678;52,3167;827903664,0678;42,3167;827903664,0678;62,3167;308600000,0000;18,6513
831821822,1776;52,3576;831821822,1776;42,3576;831821822,1776;62,3576;308640000,0000;19,3059
835758523,4628;52,3985;835758523,4628;42,3985;835758523,4628;62,3985;308680000,0000;19,3077
839713855,6815;52,4394;839713855,6815;42,4394;839713855,6815;62,4394;308720000,0000;17,4953
843687907,0069;52,4803;843687907,0069;42,4803;843687907,0069;62,4803;308760000,0000;17,6272
847680766,0295;52,5212;847680766,0295;42,5212;847680766,0295;62,5212;308800000,0000;18,0174
851692521,7590;52,5622;851692521,7590;42,5622;851692521,7590;62,5622;308840000,0000;18,0192
855723263,6266;52,6031;855723263,6266;42,6031;855723263,6266;62,6031;308880000,0000;19,0500
859773081,4866;52,6440;859773081,4866;42,6440;859773081,4866;62,6440;308920000,0000;19,0518
863842065,6184;52,6849;863842065,6184;42,6849;863842065,6184;62,6849;308960000,0000;19,4542
867930306,7288;52,7258;867930306,7288;42,7258;867930306,7288;62,7258;309000000,0000;18,4126
872037895,9539;52,7667;872037895,9539;42,7667;872037895,9539;62,7667;309040000,0000;17,1189
876164924,8611;52,8076;876164924,8611;42,8076;876164924,8611;62,8076;309080000,0000;18,5442
880311485,4512;52,8486;880311485,4512;42,8486;880311485,4512;62,8486;309120000,0000;18,5460
884477670,1602;52,8895;884477670,1602;42,8895;884477670,1602;62,8895;309160000,0000;17,6447
888663571,8618;52,9304;888663571,8618;42,9304;888663571,8618;62,9304;309200000,0000;17,7767
892869283,8692;52,9713;892869283,8692;42,9713;892869283,8692;62,9713;309240000,0000;19,0658
897094899,9370;53,0122;897094899,9370;43,0122;897094899,9370;63,0122;309280000,0000;18,6811
901340514,2638;53,0531;901340514,2638;43,0531;901340514,2638;63,0531;309320000,0000;19,0692
905606221,4938;53,0940;905606221,4938;43,0940;905606221,4938;63,0940;309360000,0000;17,5233
909892116,7193;53,1350;909892116,7193;43,1350;909892116,7193;63,1350;309400000,0000;17,5250
914198295,4823;53,1759;914198295,4823;43,1759;914198295,4823;63,1759;309440000,0000;17,5268
918524853,7774;53,2168;918524853,7774;43,2168;918524853,7774;63,2168;309480000,0000;17,6587
922871888,0533;53,2577;922871888,0533;43,2577;922871888,0533;63,2577;309520000,0000;18,9498
927239495,2150;53,2986;927239495,2150;43,2986;927239495,2150;63,2986;309560000,0000;18,5651
931627772,6264;53,3395;931627772,6264;43,3395;931627772,6264;63,3395;309600000,0000;18,6950
936036818,1119;53,3804;936036818,1119;43,3804;936036818,1119;63,3804;309640000,0000;17,9239
940466729,9592;53,4214;940466729,9592;43,4214;940466729,9592;63,4214;309680000,0000;18,1860
944917606,9209;53,4623;944917606,9209;43,4623;944917606,9209;63,4623;309720000,0000;17,5389
949389548,2171;53,5032;949389548,2171;43,5032;949389548,2171;63,5032;309760000,0000;18,5738
953882653,5372;53,5441;953882653,5372;43,5441;953882653,5372;63,5441;309800000,0000;17,2821
958397023,0429;53,5850;958397023,0429;43,5850;958397023,0429;63,5850;309840000,0000;17,9326
962932757,3694;53,6259;962932757,3694;43,6259;962932757,3694;63,6259;309880000,0000;18,1946
967489957,6285;53,6668;967489957,6285;43,6668;967489957,6285;63,6668;309920000,0000;17,1571
972068725,4104;53,7078;972068725,4104;43,7078;972068725,4104;63,7078;309960000,0000;18,0679
976669162,7861;53,7487;976669162,7861;43,7487;976669162,7861;63,7487;310000000,0000;18,0696
981291372,3097;53,7896;981291372,3097;43,7896;981291372,3097;63,7896;310040000,0000;18,5859
985935457,0206;53,8305;985935457,0206;43,8305;985935457,0206;63,8305;310080000,0000;18,2032
990601520,4459;53,8714;990601520,4459;43,8714;990601520,4459;63,8714;310120000,0000;18,5893
995289666,6026;53,9123;995289666,6026;43,9123;995289666,6026;63,9123;310160000,0000;17,8183
1000000000,0000;53,9532;1000000000,0000;43,9532;1000000000,0000;63,9532;310200000,0000;18,9792
;;;;;;310240000,0000;18,2101
;;;;;;310280000,0000;18,3400
;;;;;;310320000,0000;17,5648
;;;;;;310360000,0000;17,9550
;;;;;;310400000,0000;18,6014
;;;;;;310440000,0000;18,0886
;;;;;;310480000,0000;18,2204
;;;;;;310520000,0000;17,5734
;;;;;;310560000,0000;18,7364
;;;;;;310600000,0000;18,2256
;;;;;;310640000,0000;18,2273
;;;;;;310680000,0000;19,1279
;;;;;;310720000,0000;17,9704
;;;;;;310760000,0000;17,8439
;;;;;;310800000,0000;17,3250
;;;;;;310840000,0000;18,1056
;;;;;;310880000,0000;17,3284
;;;;;;310920000,0000;17,8508
;;;;;;310960000,0000;18,6253
;;;;;;311000000,0000;18,4989
;;;;;;311040000,0000;18,1142
;;;;;;311080000,0000;18,7585
;;;;;;311120000,0000;20,7492
;;;;;;311160000,0000;18,6338
;;;;;;311200000,0000;18,1209
;;;;;;311240000,0000;18,3809
;;;;;;311280000,0000;18,7670
;;;;;;311320000,0000;18,3843
;;;;;;311360000,0000;18,6422
;;;;;;311400000,0000;17,9992
;;;;;;311440000,0000;17,8728
;;;;;;311480000,0000;19,1618
;;;;;;311520000,0000;16,9691
;;;;;;311560000,0000;18,2663
;;;;;;311600000,0000;19,9682
;;;;;;311640000,0000;17,7510
;;;;;;311680000,0000;18,0110
;;;;;;311720000,0000;18,5293
;;;;;;311760000,0000;18,2747
;;;;;;311800000,0000;18,5326
;;;;;;311840000,0000;18,6624
;;;;;;311880000,0000;19,5793
;;;;;;311920000,0000;17,2421
;;;;;;311960000,0000;18,0227
;;;;;;312000000,0000;18,6691
;;;;;;312040000,0000;19,5860
;;;;;;312080000,0000;18,6724
;;;;;;312120000,0000;19,9899
;;;;;;312160000,0000;18,6758
;;;;;;312200000,0000;18,6774
;;;;;;312240000,0000;18,6791
;;;;;;312280000,0000;17,7778
;;;;;;312320000,0000;17,7794
;;;;;;312360000,0000;18,4278
;;;;;;312400000,0000;19,0722
;;;;;;312440000,0000;17,9146
;;;;;;312480000,0000;19,2036
;;;;;;312520000,0000;18,8188
;;;;;;312560000,0000;18,0477
;;;;;;312600000,0000;18,0493
;;;;;;312640000,0000;19,8793
;;;;;;312680000,0000;19,0837
;;;;;;312720000,0000;18,1844
;;;;;;312760000,0000;19,6158
;;;;;;312800000,0000;17,7993
;;;;;;312840000,0000;19,6191
;;;;;;312880000,0000;18,8337
;;;;;;312920000,0000;18,4510
;;;;;;312960000,0000;19,2234
;;;;;;313000000,0000;18,5824
;;;;;;313040000,0000;18,9704
;;;;;;313080000,0000;18,7138
;;;;;;313120000,0000;18,3310
;;;;;;313160000,0000;18,4608
;;;;;;313200000,0000;19,4996
;;;;;;313240000,0000;18,3359
;;;;;;313280000,0000;18,8501
;;;;;;313320000,0000;20,4401
;;;;;;313360000,0000;19,2397
;;;;;;313400000,0000;18,5987
;;;;;;313440000,0000;18,2139
;;;;;;313480000,0000;18,7301
